income,credit_score,debt_to_income,employment_duration,housing_status,loan_amount,is_default
60473,742,0.4542239229081416,2.39,Own,12471.93,0
55902,483,0.48582610020945416,3.61,Mortgage,18445.99,0
63427,344,0.4695063718047572,16.5,Own,12012.71,0
59527,567,0.1409462641000024,3.51,Mortgage,22115.88,0
65743,775,0.25514670964338704,7.46,Own,11213.83,0
41971,552,0.2717156908948749,6.92,Mortgage,17941.49,0
69760,695,0.28462723707507065,4.18,Mortgage,14979.56,0
52963,588,0.272156889325771,0.7,Rent,11713.77,0
81128,511,0.4935461487251638,1.23,Rent,21587.38,0
39662,320,0.4738023339421892,1.37,Own,9735.02,1
76039,615,0.1023001514463259,0.2,Own,17657.01,0
52968,737,0.24819076174735952,2.38,Rent,2515.46,0
40228,722,0.4118318238926628,4.71,Mortgage,16614.13,0
42741,532,0.16013281099439977,0.78,Mortgage,21111.43,0
45194,422,0.1355991472427662,0.96,Rent,14255.98,0
56362,513,0.5141990597492408,6.14,Rent,16061.32,0
57842,339,0.3263421360860346,0.93,Own,23529.82,0
41394,631,0.5278436839604267,0.73,Mortgage,20286.93,0
49634,481,0.5117763635882828,19.05,Rent,3870.4,0
82134,564,0.5466852610702928,0.07,Mortgage,12277.55,0
75913,832,0.12413728178032354,1.97,Mortgage,13566.8,0
56544,731,0.1930650330541923,0.18,Rent,16561.79,0
50570,495,0.24807158220071027,9.1,Mortgage,14680.97,0
51800,808,0.16811519391893007,4.38,Own,12381.69,0
59202,746,0.3427349103928571,0.25,Rent,12054.51,0
34658,827,0.49948844501952927,4.78,Mortgage,7804.02,0
46139,501,0.5755909054248523,0.66,Rent,9955.42,0
24971,432,0.544787067238233,3.42,Rent,19203.16,1
55988,438,0.3286683400079041,5.53,Mortgage,9758.86,0
59707,792,0.4182455506854761,0.8,Own,10988.68,0
42752,369,0.21534806172432644,3.44,Rent,7710.06,0
73609,314,0.30150449996595996,3.06,Mortgage,16920.65,0
31613,511,0.5355912977100016,12.37,Rent,19800.57,1
28034,359,0.1145987610097404,27.25,Rent,20814.88,1
53366,551,0.3663796363217372,5.31,Mortgage,13053.67,0
65706,745,0.5363991489495107,9.65,Own,14677.01,0
75258,301,0.16100493692538023,5.2,Mortgage,15143.83,0
43116,635,0.591273100975561,10.45,Rent,12907.22,0
66180,318,0.1061957319905846,2.84,Own,16649.06,0
49422,377,0.5430600057315822,4.68,Own,20657.32,1
47410,771,0.27683628719748343,9.33,Own,19978.6,0
63254,327,0.16634529083888136,12.51,Own,14161.59,0
59784,464,0.17867908762726756,0.12,Rent,12327.04,0
26354,757,0.4505893591771354,0.55,Mortgage,9238.55,0
72148,475,0.5353598383279721,13.38,Mortgage,6314.0,0
70701,328,0.420533176903394,4.2,Own,17722.97,0
40616,578,0.5643624856803765,23.12,Own,14995.96,0
55937,582,0.5212393975284495,7.87,Mortgage,15042.21,0
57410,778,0.10451590347032522,8.52,Own,27230.71,0
53910,818,0.43471483221506735,2.44,Mortgage,22936.36,0
41745,604,0.25231734435714626,1.49,Mortgage,15215.43,0
39925,408,0.32725000586020503,4.56,Own,16043.35,0
49616,623,0.14701537406711337,10.56,Mortgage,9454.11,0
67590,505,0.2410495809358252,6.47,Mortgage,18227.98,0
58154,533,0.4163429837162538,3.19,Mortgage,16145.13,0
44440,757,0.20919106512816202,7.0,Own,10586.82,0
61575,486,0.42376833413559656,5.86,Rent,16247.91,0
7271,781,0.5615160853983362,12.21,Rent,20211.42,1
67231,706,0.10247015250247862,1.53,Rent,25338.36,0
23904,808,0.4928853598649292,0.64,Rent,7436.35,0
44563,819,0.42065944008159417,3.17,Rent,9277.53,0
33204,352,0.12331638136689613,2.24,Own,14500.99,0
30579,697,0.49508356862261016,18.42,Own,16151.39,0
67412,498,0.21226051756856554,0.04,Rent,23405.32,0
42984,690,0.23291027036131243,13.54,Rent,21142.03,0
55197,797,0.1467578412346867,15.51,Mortgage,4631.51,0
49296,471,0.36718990767162973,0.26,Mortgage,12885.92,0
57155,385,0.3491118701341134,11.02,Mortgage,7406.33,0
51152,485,0.2735872531681445,3.18,Rent,8474.16,0
30755,455,0.18437690388338654,7.27,Rent,17918.33,0
64944,792,0.518976777249533,0.41,Own,15700.29,0
42593,820,0.5381892150338359,15.53,Mortgage,23298.94,0
26651,429,0.3702898053568361,4.68,Mortgage,7960.81,1
43578,380,0.22211266679968908,11.45,Own,14873.26,0
72511,683,0.148055032849342,5.59,Own,12296.0,0
62753,594,0.5342720837457814,3.85,Own,22868.49,0
44770,568,0.14802635979477716,0.95,Mortgage,10510.49,0
44761,834,0.10659001887472566,0.98,Own,16081.72,0
45175,677,0.33469878866931935,3.2,Rent,8043.71,0
81151,675,0.46563551098966716,10.22,Rent,22238.75,0
55729,387,0.3287685022385203,0.61,Rent,24185.81,0
56450,410,0.12570530349326806,32.14,Own,11513.79,0
65454,453,0.4450145567109114,10.43,Mortgage,10913.41,0
53581,762,0.4211663102789255,2.49,Mortgage,16319.12,0
46114,455,0.44076486556227745,1.46,Own,10911.05,0
47054,617,0.20560124567452473,12.75,Own,20732.64,0
48925,537,0.4978492045725995,0.66,Mortgage,17281.22,0
49441,633,0.33958410587406673,2.13,Rent,21335.39,0
60914,405,0.3681764052952201,0.44,Rent,9595.56,0
50779,781,0.3729150048271246,15.34,Mortgage,8121.29,0
60989,681,0.2434032185356005,4.81,Own,16826.84,0
48789,560,0.22506705216852116,2.05,Rent,23448.52,0
51179,592,0.1023830652407682,1.61,Rent,10321.18,0
20026,634,0.29830517102770016,2.94,Rent,17305.32,0
63744,775,0.3425514919695327,0.48,Own,11687.11,0
55197,524,0.47140187282764934,11.01,Own,20293.29,0
64970,753,0.13331348047215,3.58,Rent,10579.14,0
6556,595,0.5619947061993557,6.46,Own,16375.19,1
81325,762,0.23197923412352076,1.33,Mortgage,20603.22,0
47906,513,0.2833603450641239,3.5,Own,8278.43,0
66622,457,0.12418123279763091,1.19,Mortgage,18011.3,0
34401,571,0.4265682054090617,8.47,Rent,13212.17,0
59191,537,0.4544613986949334,7.46,Rent,19236.89,0
34198,602,0.5643956086448828,0.8,Mortgage,16844.85,0
40643,820,0.2684145016576144,0.39,Rent,12911.64,0
78710,620,0.22868436493911673,8.69,Rent,14531.21,0
47139,358,0.4630432517854354,0.58,Rent,5812.83,0
53261,657,0.45340044422146397,3.98,Own,19350.01,0
63051,550,0.5685620289266935,3.82,Own,24499.07,0
57435,735,0.20265931211664198,1.13,Mortgage,12282.53,0
52256,445,0.4526463113472676,4.47,Mortgage,14810.79,0
55474,651,0.13343428859467713,3.49,Own,22862.09,0
86051,544,0.34018405337860935,3.56,Rent,6027.94,0
49135,600,0.15969538863285418,2.23,Own,17518.27,0
53016,737,0.4265729940472359,9.11,Rent,23368.54,0
65759,399,0.40073338084584287,0.44,Mortgage,11850.84,0
66582,779,0.12441646681486432,2.89,Mortgage,12290.06,0
67805,714,0.25980891129237804,1.5,Mortgage,21642.33,0
59580,464,0.2975168161383763,9.43,Own,9543.87,0
32854,601,0.22403013475648223,1.27,Own,19309.71,0
74501,420,0.11933502200940507,7.28,Rent,16877.53,0
32804,387,0.25941094805302944,4.73,Mortgage,20676.69,1
54539,516,0.4963124507254143,10.39,Rent,14362.52,0
38685,478,0.28005454429582133,4.5,Rent,22678.94,0
49037,462,0.2616848776171766,4.07,Own,13075.22,0
54931,469,0.5708765689557923,8.08,Own,7632.27,0
54820,600,0.12081535935725066,4.13,Rent,7295.44,0
56328,673,0.4836440978209915,9.31,Rent,9541.58,0
74205,502,0.341546799157175,0.25,Rent,18381.47,0
56803,346,0.5722312537552704,3.42,Own,11244.6,0
46337,762,0.29673537208169587,8.37,Rent,14905.52,0
64461,707,0.45402116850276086,9.43,Own,15454.19,0
67842,493,0.13496768219525743,8.98,Mortgage,11126.39,0
31585,726,0.5643862127919406,4.64,Mortgage,15781.59,0
58961,616,0.2722713333992963,25.56,Rent,19704.79,0
60517,778,0.3620022878921433,1.0,Own,15178.76,0
45536,720,0.16924080438148356,0.96,Mortgage,19592.3,0
70635,568,0.5727789356101204,0.17,Own,13114.15,0
47749,780,0.4364852019649468,22.7,Own,16327.82,0
51883,562,0.12697373841805612,2.14,Mortgage,15485.73,0
47403,725,0.1776033895896417,7.18,Rent,20368.92,0
50233,465,0.29991699882132483,0.31,Rent,17123.25,0
33555,727,0.2083855061921359,1.77,Mortgage,11789.96,0
28399,696,0.2523127847581653,4.89,Own,17439.3,0
73917,515,0.5987455804380882,3.72,Rent,10218.59,0
37295,406,0.4293243485749013,1.16,Own,17019.48,1
35129,397,0.561108801157226,3.1,Mortgage,14847.03,1
17699,781,0.3178991874271645,0.58,Rent,15749.74,0
40415,798,0.4551411422452839,3.91,Rent,14799.78,0
30153,529,0.3298451460806443,0.51,Rent,11955.52,0
74630,556,0.26411227142751204,5.05,Mortgage,11336.03,0
65147,342,0.3595865732505281,0.84,Mortgage,20403.03,0
39677,541,0.3136555208937434,3.96,Mortgage,24410.9,0
83786,394,0.5902703243403469,0.69,Own,16354.0,0
64726,487,0.34808320260820047,2.56,Own,15158.89,0
45127,684,0.5055565664493977,2.17,Own,8860.36,0
12508,699,0.4334097341479243,7.06,Rent,6203.47,0
84364,805,0.3398136186087113,5.12,Rent,6960.69,0
29156,466,0.33707503623316803,13.83,Rent,17653.23,1
25319,424,0.2709450585310188,12.75,Mortgage,6122.87,0
65338,386,0.15349090381602806,6.45,Mortgage,18291.86,0
86596,788,0.4807346644686584,7.36,Rent,9513.42,0
70764,525,0.5590473966002695,4.9,Mortgage,15798.06,0
58458,644,0.20897742733005883,5.88,Own,12961.71,0
58921,817,0.5628367469645987,4.8,Own,9696.8,0
62801,330,0.2161521090291391,1.87,Mortgage,8077.71,0
61383,595,0.36503955099188756,2.16,Own,6384.21,0
54217,713,0.2718109980635689,4.28,Own,9589.76,0
51563,434,0.1572543929561291,6.37,Own,26119.65,0
49061,824,0.12641918747777367,2.61,Rent,21520.28,0
38690,303,0.28267326607211374,0.77,Mortgage,15909.32,1
45789,477,0.12367193227471998,3.08,Mortgage,13168.0,0
24605,558,0.15210321876892566,16.51,Rent,12066.87,0
48524,364,0.1711487893989921,1.2,Own,15548.64,0
35171,662,0.10095785308949953,5.24,Rent,12145.91,0
33446,316,0.17662610792182673,20.24,Own,12112.23,1
52698,499,0.38863934018918733,2.36,Rent,17433.46,0
70880,843,0.5097615610479682,10.94,Own,9953.0,0
63774,511,0.19671497970403493,9.98,Rent,2597.6,0
26442,734,0.14043630192375015,2.07,Rent,12075.28,0
35155,572,0.46475709921793606,0.52,Own,22259.86,0
64111,589,0.10408135572860802,0.98,Own,6858.54,0
35262,782,0.46708105101819064,2.28,Mortgage,8808.09,0
46630,533,0.16555861793344065,15.99,Mortgage,11817.22,0
58250,707,0.21414253105970174,1.6,Rent,7010.57,0
35474,445,0.16003495544401478,13.08,Rent,22517.81,0
51580,729,0.22366907852569726,1.0,Mortgage,15489.08,0
29989,731,0.4990879692308975,17.5,Mortgage,6107.44,0
40979,844,0.16627205256253788,1.74,Own,14359.96,0
54796,796,0.597082816146767,5.01,Mortgage,14803.98,0
26105,388,0.263548888048896,0.36,Rent,13793.47,1
56607,710,0.5609840627541645,1.78,Mortgage,14172.35,0
49705,540,0.19501653991777332,1.18,Mortgage,14353.71,0
58287,522,0.19394875997220087,0.02,Mortgage,16549.15,0
53358,767,0.3826678415215369,0.85,Mortgage,16867.01,0
70462,621,0.12530004245233897,4.5,Rent,7514.96,0
51878,674,0.5005014488177965,2.47,Mortgage,15300.89,0
43558,411,0.31980762533402696,6.41,Mortgage,15907.11,0
51834,826,0.4495982366764273,5.56,Rent,11948.65,0
58149,711,0.1873161017480097,8.03,Mortgage,23529.92,0
50732,568,0.42117867539309517,10.09,Rent,14584.22,0
50608,551,0.3970353271758468,8.57,Mortgage,17519.83,0
39470,673,0.47783062595897186,2.97,Mortgage,12754.93,0
40056,749,0.2487006463254853,1.85,Mortgage,13479.25,0
28960,836,0.5665827874857546,3.49,Own,16712.77,0
76243,667,0.580650534697866,3.83,Mortgage,8077.27,0
31342,554,0.5340618056106774,1.88,Rent,18725.0,1
39606,762,0.38601688308027093,3.88,Own,8844.16,0
39223,567,0.3101441353306753,0.56,Mortgage,19406.37,0
63423,425,0.12899620928497743,1.31,Rent,13658.12,0
45575,692,0.5736139007304948,6.85,Mortgage,25303.59,0
68716,633,0.5758906718491834,1.01,Rent,19914.47,0
39897,667,0.10934422748984193,0.75,Mortgage,19939.57,0
54184,755,0.2784437733203601,1.69,Rent,15724.59,0
37469,366,0.5400181841291309,2.32,Rent,20047.87,1
82177,365,0.14042601651980915,1.99,Own,18800.36,0
32186,699,0.1982831883551037,2.35,Own,5316.06,0
54647,586,0.5893386584097954,0.75,Rent,10645.64,0
59506,485,0.5236444060601743,0.9,Rent,10348.51,0
56206,583,0.5560317470418819,1.34,Own,11111.2,0
47220,815,0.1710772093276586,2.57,Rent,13715.67,0
48052,536,0.2056579794834225,2.05,Mortgage,17582.69,0
50657,317,0.40270829217587456,7.84,Mortgage,20874.14,1
47794,713,0.3508691105013496,3.73,Rent,18029.79,0
64458,308,0.24925169527352445,4.29,Rent,21204.38,0
83157,719,0.5419231498686232,4.11,Own,9718.39,0
41637,328,0.5506943077677865,2.54,Own,12481.41,1
29452,647,0.2458420050733056,19.68,Rent,13698.2,0
48675,749,0.1778765702959699,0.19,Mortgage,11663.08,0
88695,679,0.17454621038515675,1.22,Own,9387.05,0
37944,665,0.34221259769596957,1.67,Mortgage,16950.8,0
74586,526,0.16645924770067647,10.66,Mortgage,11483.96,0
75165,417,0.3366701110476127,12.56,Mortgage,19034.06,0
41696,711,0.33096703642992875,9.36,Mortgage,8887.87,0
58534,655,0.5420551066028285,2.7,Own,19318.21,0
74425,553,0.24810521990001852,12.3,Rent,16074.36,0
44313,842,0.38032622932048876,0.52,Rent,16075.64,0
46946,743,0.4717499321420482,5.28,Own,16219.38,0
41274,380,0.3979573975249532,13.84,Mortgage,14593.76,0
34778,345,0.5770339224900685,7.03,Rent,14681.14,1
40260,348,0.40113874024988505,1.63,Rent,13649.22,1
31640,748,0.550931089235056,6.32,Rent,16495.07,0
50511,706,0.22252819462687148,1.75,Mortgage,17758.48,0
38450,582,0.38037638638971816,0.59,Rent,12737.43,0
53506,772,0.3716529632833272,6.32,Own,21941.19,0
26661,715,0.5947260550700417,0.99,Rent,13169.18,0
54963,420,0.20225315669956176,0.59,Rent,11488.52,0
62502,302,0.17049669918298874,4.01,Own,14243.07,0
20093,615,0.40583603881521024,4.85,Mortgage,11171.07,0
55610,759,0.21184607166603167,0.26,Rent,17331.43,0
68415,526,0.4195776728251449,0.02,Mortgage,14293.43,0
31855,378,0.5862445442597755,10.69,Mortgage,18668.21,1
75088,843,0.5732529976987288,0.61,Mortgage,14695.94,0
56285,370,0.215551512321999,4.38,Rent,14531.9,0
39424,496,0.18544817410607448,15.35,Rent,12959.67,0
49163,357,0.3803696435812729,3.59,Own,19134.13,0
58374,723,0.39338864411157504,0.75,Mortgage,13783.6,0
51140,768,0.4311250356903251,2.5,Own,16322.61,0
58081,347,0.47074546299340425,4.89,Rent,20230.48,0
36189,734,0.40047865533600213,7.2,Rent,14560.53,0
52540,484,0.1558765018598314,4.67,Own,14500.87,0
28794,464,0.49507898528472394,0.17,Own,13848.35,1
48331,630,0.139758592262313,0.77,Mortgage,15950.24,0
36441,629,0.10999634310859605,2.32,Rent,19034.74,0
38967,420,0.48482909830593823,6.12,Mortgage,18886.47,1
68541,512,0.37417871221783794,4.39,Mortgage,17456.33,0
66369,806,0.4492957092932617,0.23,Rent,21049.52,0
59137,467,0.29137366210379934,7.97,Rent,15413.32,0
33615,845,0.10554624676224625,4.65,Mortgage,22023.18,0
45253,726,0.2655076745655127,10.91,Own,20249.48,0
68196,520,0.4040676164615713,2.7,Rent,11731.51,0
52125,309,0.21285153523505487,3.37,Mortgage,18937.07,0
84789,419,0.44390216681646566,2.6,Own,5717.33,0
55899,546,0.49720050494597245,6.41,Mortgage,21011.0,0
52880,659,0.32713349918277956,6.97,Rent,14643.53,0
45363,520,0.5378606490345837,6.42,Own,11114.94,0
52003,805,0.5274082822845589,1.72,Own,6262.46,0
47712,357,0.5390289763959168,5.05,Own,14324.09,1
60621,759,0.43051851632841753,2.07,Rent,21076.91,0
64350,427,0.25239449983678997,8.98,Rent,16213.68,0
38210,385,0.340625641185786,0.28,Mortgage,13019.47,0
30031,403,0.45525532476554564,0.19,Mortgage,14050.12,1
22456,442,0.20528182663128638,0.54,Rent,21649.71,1
57619,504,0.4694217546272632,1.13,Mortgage,18494.2,0
33449,337,0.37404430854652015,0.19,Own,14791.89,1
17706,662,0.14800872014178165,0.37,Rent,19672.53,0
55828,608,0.37864316350008365,1.83,Rent,18967.19,0
87394,351,0.13338806910624165,0.53,Mortgage,10554.82,0
49908,300,0.10715364252331103,8.1,Rent,13269.13,0
62577,310,0.5448138349536422,0.28,Own,22096.95,1
51227,513,0.34495805580224737,11.93,Rent,18380.91,0
48516,817,0.37164482752016237,10.23,Own,23862.41,0
63786,714,0.23996888581513345,1.17,Rent,17995.58,0
45645,307,0.3713723597287467,0.37,Rent,11450.23,0
54010,304,0.1844343460748664,0.56,Rent,14895.49,0
54825,661,0.47282289869226257,4.09,Mortgage,18936.82,0
39978,411,0.5116745802019428,4.59,Mortgage,14955.84,1
64880,572,0.5279378899596302,1.9,Own,15303.01,0
47375,721,0.15332635871396502,1.76,Mortgage,25175.17,0
38663,564,0.37887720017239646,3.79,Rent,13814.34,0
58047,757,0.5043754849220164,1.82,Mortgage,16609.66,0
36522,511,0.16410824410619415,13.61,Mortgage,16302.16,0
50422,377,0.14976120408703833,2.41,Own,19565.67,0
49863,520,0.5084709993350105,1.24,Rent,16303.48,0
66288,668,0.4983680194456114,0.79,Own,15647.35,0
57120,646,0.32434656848173393,4.99,Mortgage,25077.47,0
49624,324,0.15485558443003242,1.98,Rent,14488.21,0
62266,719,0.3580615786584759,1.05,Own,18666.01,0
70853,653,0.29740160000233307,1.61,Own,8564.7,0
58367,716,0.3592737155220064,1.84,Rent,15011.1,0
50155,814,0.3199476010127913,4.92,Own,14518.59,0
30322,514,0.3842572066954446,0.96,Own,14639.57,0
34023,411,0.4635648592566469,6.6,Own,6396.7,0
45421,727,0.48742995182542925,1.82,Mortgage,13227.52,0
40857,515,0.424491099118922,3.35,Own,10657.49,0
47195,712,0.19947030752319636,5.32,Mortgage,20432.26,0
50849,679,0.2985615128025596,3.92,Own,10674.75,0
57945,531,0.13561201436786083,5.43,Own,18140.67,0
48942,557,0.3258368640375857,1.95,Own,18377.0,0
57297,555,0.5851697063624256,16.55,Own,12021.61,0
50967,702,0.4208653537955054,3.07,Rent,10748.0,0
20368,723,0.17730625733174846,1.94,Mortgage,13588.17,0
35909,364,0.2342888298877163,1.76,Rent,13009.52,0
47838,489,0.1322868231512734,0.22,Rent,10083.41,0
31854,472,0.191206945075983,5.77,Rent,13520.96,0
58998,526,0.34392082173888894,1.52,Rent,16559.87,0
72961,687,0.27242819071431634,15.96,Own,9045.48,0
68281,700,0.20198115865438335,1.18,Own,14023.84,0
46798,512,0.17329920678142804,3.77,Rent,12374.71,0
72360,352,0.428035558488603,6.65,Rent,15466.76,0
52230,438,0.3790511884364256,10.21,Mortgage,24423.02,0
44943,717,0.521320156107434,0.85,Rent,7423.35,0
40798,442,0.19162644286387673,21.13,Own,14469.46,0
45462,808,0.523992729964123,11.86,Mortgage,16397.53,0
44177,785,0.3889555862799281,16.46,Rent,12450.7,0
52556,736,0.2331115969898578,9.58,Mortgage,16839.63,0
52408,842,0.2367765702842556,10.51,Rent,7703.02,0
50045,592,0.29519019507192623,4.57,Mortgage,13249.52,0
56554,583,0.3300636083333971,9.33,Mortgage,1659.45,0
67859,313,0.14125254236844134,3.82,Own,13785.97,0
64243,571,0.5209995828331639,3.86,Mortgage,8838.55,0
27726,324,0.16077053466209704,4.13,Rent,16565.76,1
11691,621,0.34172992151494086,28.02,Mortgage,22070.38,1
64014,402,0.2914841165954609,0.55,Rent,16378.75,0
29496,339,0.35614354215597144,8.19,Rent,14628.63,1
46628,534,0.5437412585340861,1.6,Own,12399.44,0
32448,388,0.5945441699280531,2.24,Mortgage,13600.3,1
22970,399,0.11013568634137919,0.42,Own,13675.2,1
58121,443,0.29661971586259706,2.17,Rent,15080.67,0
61387,381,0.5088052654586218,23.42,Mortgage,17384.87,0
41352,528,0.26330144013098855,2.53,Mortgage,11159.86,0
11134,694,0.4245180879592608,5.54,Rent,20737.01,1
41806,812,0.5961296018832303,0.64,Own,13925.95,0
55877,496,0.4233856444079719,12.79,Own,15071.57,0
27816,573,0.15559568881163446,8.79,Mortgage,21430.15,0
52750,671,0.5214659784769928,2.44,Own,4357.17,0
49770,379,0.5833287186462648,2.14,Mortgage,2272.46,0
58689,534,0.45625421064943383,2.83,Own,16947.39,0
51793,586,0.3095340499215351,2.56,Rent,15042.34,0
35403,844,0.5742000876727122,1.49,Rent,22429.23,0
67948,736,0.5842860075245991,23.47,Rent,9374.47,0
47622,426,0.5675583717495787,8.32,Mortgage,17428.03,0
49590,716,0.30590950115504034,1.56,Mortgage,13201.25,0
36000,340,0.4948538369844234,20.01,Rent,19740.67,1
43350,768,0.42708967951703003,0.08,Rent,4073.28,0
36727,596,0.1898533329427934,2.88,Own,13676.98,0
47405,341,0.367757450838577,4.21,Rent,18640.73,0
75675,578,0.4738455045643185,0.19,Rent,11027.9,0
29421,758,0.5479561379826547,0.88,Rent,14727.1,0
25796,332,0.5312991852032768,1.49,Mortgage,15249.05,1
72067,575,0.17732925009274106,6.37,Mortgage,16681.6,0
46860,389,0.3440166232426054,14.05,Rent,9553.64,0
39963,823,0.33913431473039246,4.9,Own,12576.36,0
65598,459,0.5493685309489611,4.14,Own,17473.38,0
40915,757,0.10096865456843343,3.85,Rent,18721.03,0
77390,698,0.4693567688134638,2.16,Mortgage,15862.35,0
60168,390,0.40932075827313263,8.79,Rent,13283.95,0
42681,765,0.5607857365882831,3.89,Own,15469.44,0
82359,519,0.328458675165869,1.31,Mortgage,19213.45,0
40914,718,0.42883612493775036,0.74,Mortgage,16007.86,0
61131,678,0.5863735152107712,21.17,Mortgage,9097.32,0
54489,746,0.4719518814579544,0.09,Rent,9380.18,0
69526,445,0.1336919870648837,13.55,Rent,15183.13,0
73422,532,0.18376677548633727,1.23,Rent,6705.23,0
50480,670,0.510725551479874,5.36,Own,18961.85,0
38698,533,0.26739777048682944,1.79,Mortgage,10360.66,0
56899,666,0.4529590552991375,9.82,Mortgage,9219.05,0
39834,780,0.44991186667191396,3.92,Own,23439.67,0
80200,662,0.5968502616941025,0.76,Own,12443.66,0
52048,810,0.33493636181817044,1.57,Mortgage,16416.99,0
44520,394,0.46891618025296156,1.93,Mortgage,17993.56,1
52770,515,0.12437643864305117,10.85,Own,22258.68,0
29793,842,0.33129551034654425,7.28,Rent,12035.53,0
35425,434,0.19334077240856548,8.85,Rent,15885.81,0
68006,382,0.5202857758565884,0.27,Rent,14403.34,0
40146,690,0.5199541660080355,4.32,Own,26991.6,0
34296,346,0.21818221035284766,35.51,Mortgage,4888.51,0
58049,691,0.25914257655823414,7.69,Own,14197.56,0
67785,684,0.4512388922301761,0.64,Rent,14912.86,0
60784,680,0.4691329617061335,5.68,Rent,14445.4,0
64940,376,0.42881580105718686,6.84,Rent,7776.46,0
38648,558,0.5983473187630807,3.61,Own,5728.16,0
28672,698,0.534341605992556,0.41,Own,7295.44,0
72520,399,0.3085294403762613,0.18,Rent,19312.3,0
45159,800,0.26348836077094184,13.89,Rent,14915.37,0
46237,682,0.3984248739980403,1.49,Mortgage,6203.79,0
69922,491,0.5088181679167519,2.38,Own,22159.12,0
58343,644,0.33767173686827645,7.93,Mortgage,24816.26,0
56838,309,0.4688463034158198,5.84,Rent,16505.95,0
82475,563,0.1095800197530212,17.3,Rent,17135.42,0
40347,567,0.5629200541490521,0.49,Rent,15444.45,0
63917,494,0.4869173637577262,6.14,Mortgage,11864.45,0
50855,706,0.2970950433820665,0.43,Own,5848.48,0
54028,595,0.2920061627596461,0.0,Own,9587.03,0
72927,396,0.15144340387425267,0.64,Mortgage,14728.5,0
57617,761,0.5080768619412642,4.8,Own,17877.46,0
58074,386,0.4843147546285922,5.64,Mortgage,13840.04,0
66087,376,0.41512485376780817,2.88,Mortgage,14525.43,0
44525,782,0.15072823607201727,0.24,Own,15220.36,0
37411,445,0.2311706828185354,5.03,Own,15530.12,0
34327,410,0.3294572366323092,0.45,Mortgage,12065.65,0
20504,596,0.23298597188211298,0.76,Own,17064.91,0
80843,725,0.3169869615764518,3.59,Own,9438.73,0
33451,633,0.21297877031882614,2.08,Mortgage,16532.55,0
46681,822,0.2748002519030084,3.13,Rent,7408.36,0
45847,837,0.4261484417983138,5.04,Mortgage,9030.27,0
54611,461,0.5461805403898475,0.87,Own,11412.62,0
62236,729,0.2925153406164126,11.18,Rent,15972.67,0
62907,368,0.4459541155803788,4.1,Own,16179.15,0
41253,432,0.16739654319126016,0.11,Mortgage,10746.65,0
47493,488,0.37040898892788077,4.95,Mortgage,7906.75,0
54238,578,0.5608521127772568,3.11,Mortgage,21030.05,0
46269,729,0.11396790222869171,6.05,Rent,15333.6,0
74110,841,0.23377868086340428,7.66,Own,14313.92,0
57364,460,0.16624676684007214,13.97,Rent,16820.34,0
61023,752,0.36656073974820735,32.02,Mortgage,10230.24,0
59943,469,0.4398212320356627,3.99,Own,20354.6,0
67602,356,0.12888959603155467,4.12,Mortgage,17880.15,0
52715,539,0.13514221032027565,0.11,Own,13583.22,0
30547,657,0.5348145963744527,10.02,Rent,14688.99,0
55995,500,0.3281165742837542,0.15,Rent,13801.31,0
40229,743,0.33147579981932396,5.01,Rent,21666.16,0
42070,601,0.5722901974790584,0.52,Rent,17156.37,0
58795,405,0.2601048051324659,1.68,Own,17711.94,0
68574,400,0.5485118235163952,0.76,Own,15345.85,0
50319,396,0.5871273722881318,0.74,Rent,14998.83,0
54632,328,0.22084709882521517,0.39,Rent,24395.51,0
75533,805,0.35701942460627145,1.91,Own,13186.69,0
53611,737,0.36717807645012923,2.76,Mortgage,16096.62,0
89025,678,0.5330840558960319,3.12,Rent,25306.84,0
58482,372,0.2519540681909108,2.9,Own,21635.07,0
23588,553,0.49902122167670737,3.71,Rent,16896.48,1
61300,815,0.5855036956390058,9.82,Own,7451.24,0
55717,849,0.5201683263721496,5.0,Rent,25843.99,0
69346,319,0.5545701417283587,0.09,Rent,13797.72,0
60097,834,0.4541772195714848,0.95,Mortgage,15419.53,0
47923,720,0.5519778801385868,2.15,Mortgage,20159.07,0
31635,745,0.18242531767616368,14.88,Mortgage,13969.89,0
46864,435,0.45618070752081297,0.41,Mortgage,16063.42,0
37242,804,0.46593867748573803,6.19,Rent,15322.42,0
41292,600,0.31959047324971035,0.17,Rent,13182.03,0
58828,332,0.13986923367895607,2.25,Mortgage,16756.64,0
75048,577,0.4112218731304136,7.35,Mortgage,11829.68,0
55920,432,0.12594040328524034,2.11,Rent,9317.99,0
32061,826,0.29120124807827474,2.81,Own,17704.16,0
56669,425,0.2968351144878758,11.79,Mortgage,21258.61,0
67949,644,0.5994612542316664,0.34,Own,11287.35,0
40853,316,0.24990101686455526,3.75,Rent,12366.64,0
47989,677,0.5102269689618443,2.28,Own,15024.18,0
50220,359,0.1265858426091769,16.6,Mortgage,15029.63,0
38226,766,0.36488299269292024,7.89,Mortgage,5139.14,0
59724,690,0.368345839278006,0.65,Mortgage,12880.08,0
48185,486,0.4143749265972312,13.11,Mortgage,23976.17,0
56292,797,0.5050026016949691,1.19,Mortgage,21987.21,0
36687,660,0.48096169086157403,0.44,Rent,23521.49,0
43438,748,0.4805040641661873,3.9,Own,18088.06,0
