customer_id,annual_income,credit_score,debt_to_income,loan_amount,employment_years,missed_payments,num_credit_accounts,collateral_value,mobile_recharge_regularity,upi_txn_per_month,ecom_prepaid_ratio,bounced_transactions,salary_credit_regularity,default
1297,1216646,330,0.78,1772560,9.0,6,2,978534.0,0.65,20,0.48,5,0.56,1
1298,2020785,834,0.15,1083668,19.0,6,10,273958.0,0.86,30,0.46,1,0.9,0
1299,1255534,725,0.68,875626,14.0,0,2,2369320.0,0.59,51,0.36,2,0.6,0
1300,1733593,693,0.32,1470623,4.0,8,4,895668.0,0.82,33,0.59,5,,1
1301,1953649,662,0.89,1492181,19.0,5,2,2679276.0,0.56,31,0.62,4,0.79,1
1302,1374665,736,0.46,1460023,2.0,1,7,1318155.0,0.16,56,0.65,6,0.95,0
1303,2444544,850,0.15,292188,4.0,4,13,984588.0,0.45,34,0.07,6,0.36,1
1304,308823,381,0.67,426047,29.0,3,9,255095.0,0.5,14,0.63,6,,1
1305,1591578,655,0.32,903823,24.0,6,7,481632.0,0.23,55,0.95,1,,0
1306,648863,557,0.9,287501,7.0,7,12,1309752.0,0.19,31,0.54,5,0.5,1
1307,517654,823,0.88,1418722,7.0,0,6,2346869.0,0.58,5,0.72,2,0.99,0
1308,2482514,594,0.61,347675,7.0,4,10,1081516.0,0.18,44,0.56,3,0.46,1
1309,1642785,523,0.16,758175,11.0,2,1,529954.0,0.37,20,0.85,1,0.07,0
1310,947079,824,0.63,1627850,23.0,0,11,909834.0,0.77,32,0.93,1,0.98,0
1311,814076,345,0.13,1917306,22.0,2,10,2303869.0,0.97,31,,6,0.84,1
1312,2467115,412,0.07,313625,7.0,5,9,1411910.0,0.75,51,0.44,3,0.18,1
1313,1447286,532,0.75,892840,10.0,6,5,1411188.0,0.99,18,0.39,6,0.9,1
1314,2468136,316,0.23,250339,13.0,7,11,26505.0,0.73,32,0.41,1,0.34,1
1315,2055324,659,0.37,1744814,7.0,3,5,,0.36,27,0.13,2,0.38,0
1316,1436125,522,0.88,984339,28.0,2,6,829601.0,0.7,30,0.81,6,0.91,1
1317,1682875,747,0.34,175355,,4,9,1252930.0,0.73,20,0.04,6,0.53,1
1318,598982,664,0.3,77798,23.0,8,13,1650375.0,0.43,53,0.53,7,0.14,1
1319,1322622,625,0.83,665937,27.0,5,8,1875530.0,0.12,33,0.66,6,0.37,1
1320,1146161,766,0.14,1425607,9.0,8,8,212204.0,,14,0.21,1,0.72,0
1321,816326,713,0.7,69477,6.0,5,14,2346988.0,0.12,13,0.91,2,0.17,1
1322,799150,754,0.89,1509058,27.0,1,8,2856001.0,0.67,18,0.84,3,0.59,1
1323,268834,532,0.82,267400,,4,1,528168.0,0.25,42,0.47,0,0.7,1
1324,1849005,523,0.6,1315636,3.0,8,1,2533822.0,0.61,14,0.41,3,0.34,1
1325,1904236,711,0.32,439959,28.0,7,8,973215.0,0.55,5,0.24,2,0.69,0
1326,434821,634,0.27,1609757,12.0,6,5,567827.0,0.11,51,0.73,4,0.88,1
1327,205609,521,0.75,1606407,3.0,0,9,2337208.0,0.43,8,0.13,6,0.47,1
1328,377897,336,0.8,1074374,4.0,3,2,1267633.0,0.64,36,0.68,3,0.38,0
1329,1124165,577,0.5,455105,25.0,6,9,,0.86,19,0.84,4,0.25,1
1330,1229600,495,0.26,1385055,21.0,6,12,1153419.0,0.9,33,0.23,4,0.6,1
1331,1175715,783,0.15,1447330,3.0,5,14,2026182.0,0.54,37,0.87,2,0.88,0
1332,1588533,541,0.12,323586,30.0,7,8,,0.76,25,0.03,2,0.32,1
1333,2431230,623,0.66,1931297,,5,9,48784.0,0.38,17,0.91,7,0.4,0
1334,611243,491,0.41,1938755,5.0,9,4,2210186.0,0.41,27,,6,0.41,1
1335,2208852,316,0.82,873759,30.0,2,1,,0.28,54,0.65,0,0.56,1
1336,2135588,823,0.68,983703,23.0,3,1,2531196.0,0.61,50,0.25,5,0.23,1
1337,401451,700,0.21,384971,,2,5,1773462.0,0.38,8,0.84,1,,0
1338,153051,321,0.57,1729328,,0,2,53997.0,0.18,31,0.51,3,0.3,0
1339,1902683,773,0.42,181184,22.0,9,14,2090053.0,0.72,58,0.14,2,0.71,0
1340,1154646,419,0.54,1185627,21.0,4,8,181413.0,0.74,52,0.57,3,0.51,0
1341,1810099,509,0.68,200653,1.0,0,10,1460865.0,0.42,55,0.41,5,0.59,1
1342,1121525,605,0.74,295300,30.0,0,11,1413119.0,0.17,58,0.66,5,0.18,1
1343,339407,569,0.77,634010,22.0,1,5,800981.0,0.48,5,0.88,6,0.74,1
1344,599395,584,0.27,142036,10.0,3,5,2049875.0,0.5,13,0.41,4,0.19,1
1345,1099597,526,0.08,1851498,,5,2,2940504.0,0.7,27,0.29,6,0.11,1
1346,1410386,680,0.68,197595,13.0,7,7,740686.0,0.38,57,,1,0.55,1
1347,2320675,759,0.14,903392,29.0,2,13,1517307.0,,23,0.57,0,0.71,0
1348,1293052,306,0.32,1871573,4.0,0,8,2881904.0,0.88,12,0.4,3,0.05,1
1349,372866,328,0.05,331696,5.0,2,10,1462108.0,0.31,42,0.37,1,0.07,1
1350,1285248,332,0.63,1615188,9.0,2,13,2254407.0,0.98,11,0.18,7,0.8,0
1351,1796711,378,0.19,1240456,7.0,4,1,880292.0,0.45,50,0.43,0,0.81,0
1352,1543470,758,0.61,285419,13.0,3,2,548912.0,0.34,18,0.98,3,0.25,1
1353,2275403,837,0.89,1040029,23.0,3,10,1527573.0,0.48,20,0.3,1,0.62,1
1354,1573286,781,0.11,204692,2.0,8,4,570993.0,0.18,26,0.6,2,0.44,0
1355,333062,729,0.12,313031,11.0,6,5,1662190.0,0.21,57,0.78,3,0.63,1
1356,250235,584,0.34,343946,,3,13,846822.0,0.47,18,0.75,1,0.86,1
1357,2051625,815,0.79,1707888,27.0,2,2,2165521.0,0.79,23,0.33,5,0.08,1
1358,900201,398,0.23,538765,29.0,5,1,1250469.0,0.91,25,0.61,0,,1
1359,953328,696,0.36,1868673,22.0,2,9,1320309.0,0.7,44,0.87,1,,0
1360,1193233,788,0.11,692927,16.0,5,14,1685876.0,0.19,27,0.02,2,,0
1361,2424399,338,0.7,1704802,0.0,8,1,1908189.0,0.7,45,0.44,6,0.65,1
1362,1861741,570,0.4,1316389,22.0,5,13,700146.0,0.67,55,0.22,3,,1
1363,679525,456,0.7,1874964,30.0,3,4,2847198.0,0.83,17,0.39,7,0.06,1
1364,1218632,374,0.82,1483466,30.0,4,2,2745151.0,0.84,43,0.42,3,,1
1365,326615,429,0.25,1911057,9.0,5,11,2173577.0,0.88,35,0.75,3,0.18,1
1366,337628,383,0.74,1438509,24.0,2,4,1996366.0,0.47,41,0.09,2,0.99,1
1367,556716,321,0.1,1707390,22.0,7,8,,0.73,28,0.51,0,0.72,1
1368,691252,758,0.81,451062,9.0,3,8,1588858.0,0.34,16,0.56,3,0.61,1
1369,1836293,838,0.6,533779,20.0,7,11,1018543.0,1.0,3,0.49,0,0.05,0
1370,2499916,681,0.79,547952,23.0,9,12,111915.0,0.26,43,0.73,1,0.88,1
1371,2314367,739,0.05,620508,,9,9,385105.0,0.11,44,0.38,5,0.81,1
1372,2054050,320,0.19,882595,8.0,2,13,2580566.0,0.23,58,0.94,7,0.66,1
1373,294356,602,0.38,446981,21.0,9,11,1153248.0,0.8,28,0.48,5,0.34,1
1374,353861,383,0.37,429270,12.0,6,12,2910223.0,0.5,3,0.57,0,0.07,1
1375,505612,752,0.24,1966494,24.0,8,5,318821.0,0.5,9,0.83,0,0.58,1
1376,159435,686,0.37,1173853,15.0,3,7,32930.0,0.96,24,0.28,5,0.72,1
1377,597556,806,0.16,1055782,17.0,7,3,1121889.0,0.93,30,0.08,3,0.09,1
1378,1898014,556,0.4,1618146,18.0,2,10,749211.0,0.38,2,0.71,4,0.63,1
1379,228781,826,0.73,533455,11.0,6,4,1993384.0,0.29,46,0.48,4,0.29,1
1380,2438627,461,0.46,1989253,7.0,2,10,2330063.0,0.86,1,0.9,2,,0
1381,2407348,462,0.07,172332,16.0,6,9,1144634.0,,56,0.98,7,,1
1382,2473659,823,0.41,1332807,14.0,9,10,2185028.0,0.59,24,,6,0.13,1
1383,914121,570,0.07,597219,9.0,9,10,609654.0,,48,0.42,5,0.53,1
1384,1889183,791,0.87,139116,14.0,5,14,,0.33,5,0.41,5,0.4,1
1385,1319748,507,0.16,301671,14.0,1,12,772838.0,0.82,25,,2,0.18,0
1386,1654544,838,0.65,1940641,30.0,2,1,261420.0,0.67,7,0.78,7,0.84,0
1387,1257677,359,0.88,1572494,22.0,5,2,477843.0,0.55,34,0.76,4,0.01,1
1388,1694548,729,0.75,1674777,6.0,3,5,335639.0,0.15,26,0.48,1,0.31,1
1389,438790,608,0.64,824504,12.0,5,3,2260156.0,0.92,24,0.04,3,0.01,1
1390,1040617,819,0.76,1717640,16.0,0,2,358234.0,0.65,17,0.31,3,0.1,1
1391,1558836,326,0.88,1124567,8.0,9,1,1347421.0,0.27,53,0.29,1,0.3,1
1392,1791249,498,0.58,564265,7.0,0,10,396601.0,,0,0.81,1,0.05,0
1393,800419,686,0.53,1808781,19.0,2,3,1825260.0,0.71,47,0.09,7,0.6,0
1394,1037225,648,0.58,678380,25.0,7,1,2065306.0,0.57,38,0.81,4,0.09,1
1395,421967,835,0.5,279577,26.0,7,12,581529.0,0.75,2,0.67,2,0.7,0
1396,341232,677,0.59,760672,20.0,3,1,2762879.0,0.62,54,0.73,1,0.05,1
1397,1502695,826,0.43,453777,17.0,5,12,,0.95,3,0.43,2,0.06,0
1398,2256692,452,0.24,1859977,12.0,7,1,1212980.0,0.15,40,0.68,7,0.31,1
1399,1739228,505,0.15,145556,15.0,6,8,,0.2,36,0.61,6,0.9,1
1400,1250567,754,0.11,1947883,8.0,6,3,2576854.0,0.26,50,0.77,0,0.64,0
1401,2435903,572,0.27,1255565,30.0,3,11,105185.0,0.72,14,0.45,3,,1
1402,768992,535,0.09,1422840,11.0,8,1,55182.0,0.68,7,0.47,4,0.14,1
1403,199115,820,0.53,445204,11.0,9,7,1677465.0,0.9,37,0.64,3,0.83,1
1404,871747,800,0.29,1605537,5.0,5,10,,0.76,49,0.11,4,0.01,1
1405,1347719,416,0.75,1995049,18.0,2,3,852318.0,0.56,18,0.44,7,0.21,1
1406,1913211,685,0.11,702755,27.0,4,8,2443144.0,0.99,55,0.97,0,0.62,0
1407,2188449,643,0.24,1619192,6.0,4,4,2941276.0,0.34,46,0.04,3,0.38,1
1408,686226,694,0.67,1506048,24.0,4,4,1872508.0,0.85,25,0.32,0,0.98,1
1409,1202576,363,0.56,1479210,2.0,7,5,2917369.0,0.48,38,0.31,7,0.03,0
1410,1554330,371,0.1,793088,15.0,8,6,608434.0,0.68,9,0.63,4,1.0,1
1411,401492,573,0.8,700443,17.0,8,7,1006630.0,0.75,37,0.11,1,,1
1412,1698098,619,0.8,1388950,15.0,5,14,2585347.0,0.67,13,0.63,6,,1
1413,641072,637,0.33,548682,22.0,5,14,572285.0,0.23,48,0.1,3,0.06,1
1414,1236880,665,0.34,109778,6.0,8,4,144375.0,,40,0.09,0,0.27,0
1415,654999,794,0.89,1144409,3.0,3,8,1519644.0,,18,0.73,5,0.92,1
1416,481593,465,0.58,859057,26.0,5,13,35187.0,0.86,29,0.32,3,0.35,1
1417,2205723,843,0.5,606376,24.0,3,6,989280.0,0.5,4,0.98,3,,1
1418,2398988,310,0.76,1833586,,0,14,657253.0,0.93,54,0.04,3,1.0,1
1419,258940,600,0.29,1464657,7.0,6,1,1717689.0,0.5,30,0.45,2,0.26,0
1420,974926,401,0.41,1563083,12.0,9,1,,0.59,6,0.11,0,0.58,1
1421,1464093,724,0.28,1294951,12.0,5,9,1894420.0,0.82,18,0.35,0,,0
1422,535777,691,0.72,126361,16.0,8,10,2874918.0,0.62,30,1.0,3,0.16,1
1423,1823250,513,0.54,1448949,16.0,6,6,541797.0,,51,0.89,7,0.15,1
1424,2079305,387,0.61,1233765,4.0,6,10,68653.0,0.69,57,0.05,7,0.46,1
1425,788873,700,0.26,1713129,5.0,1,8,692289.0,0.57,38,0.56,1,0.39,0
1426,215953,345,0.24,572154,18.0,8,13,2363338.0,0.12,23,0.65,3,0.71,1
1427,153267,762,0.47,672006,12.0,9,7,1242222.0,0.47,33,0.21,2,0.07,1
1428,2329897,609,0.68,1421430,24.0,8,12,1796218.0,0.37,56,0.15,4,0.97,1
1429,2074596,385,0.5,1061930,27.0,5,6,2384318.0,0.77,22,0.9,2,0.01,1
1430,307164,391,0.08,1717740,25.0,2,4,1804898.0,0.29,47,,7,0.6,1
1431,685626,541,0.79,1034558,13.0,0,7,,0.28,44,0.99,1,0.56,1
1432,2378636,301,0.1,1129525,30.0,3,9,904603.0,0.27,39,0.79,7,0.13,1
1433,681831,524,0.86,1835818,,2,14,,0.21,5,0.66,7,,1
1434,666771,415,0.07,904568,3.0,0,11,1280896.0,0.38,37,0.35,7,0.79,1
1435,841095,402,0.64,1210117,,2,10,2945304.0,0.9,40,0.17,3,0.89,1
1436,983727,493,0.12,1818555,6.0,3,10,2809317.0,0.8,35,0.08,7,0.28,1
1437,1312928,465,0.82,111842,7.0,7,14,2040403.0,0.76,26,0.69,0,0.44,1
1438,1019474,389,0.44,538019,24.0,8,7,1453953.0,0.82,10,0.78,6,0.35,1
1439,2333151,421,0.17,1331506,12.0,2,1,938193.0,0.34,4,0.83,5,0.07,1
1440,220640,442,0.34,339134,26.0,5,10,1405419.0,0.9,56,0.91,3,0.67,1
1441,346582,405,0.19,721553,5.0,9,9,1543103.0,0.22,16,0.88,1,0.83,1
1442,2150991,727,0.19,1390829,,4,13,1778244.0,,51,1.0,0,0.3,0
1443,550573,604,0.86,180356,5.0,5,4,588033.0,,6,0.24,2,,1
1444,1624271,616,0.43,818917,23.0,3,3,1180859.0,0.19,26,0.76,7,0.08,1
1445,211476,308,0.72,787090,27.0,9,4,393445.0,0.76,46,0.59,4,,1
1446,1505531,372,0.59,964565,20.0,5,4,2538910.0,0.45,56,0.26,4,0.45,1
1447,1365856,658,0.62,1788446,29.0,6,13,1980425.0,0.81,14,0.98,6,0.45,1
1448,825510,522,0.16,837738,2.0,8,10,,0.54,45,0.9,3,0.46,1
1449,1048320,715,0.25,1102425,27.0,9,11,,0.26,12,0.13,2,0.26,0
1450,784736,669,0.72,62360,2.0,6,2,2687024.0,0.76,10,0.03,6,0.72,1
1451,1737261,563,0.88,423216,,5,14,1461742.0,0.33,59,0.69,5,0.72,1
1452,2157635,617,0.27,827567,21.0,0,12,2941616.0,0.54,44,0.6,5,0.28,0
1453,1376607,383,0.28,669055,1.0,1,14,2474370.0,,25,0.94,6,0.84,1
1454,216234,617,0.45,311445,15.0,0,1,1409993.0,0.66,21,0.23,1,0.32,0
1455,1762818,410,0.89,1799736,21.0,8,12,,,27,0.08,4,0.73,1
1456,2425504,550,0.28,1620234,,9,10,2078937.0,0.44,23,0.26,2,0.12,1
1457,559995,682,0.4,480179,5.0,9,12,2242516.0,0.96,28,0.02,3,0.17,1
1458,2442156,306,0.81,104330,7.0,8,1,527340.0,0.89,8,,7,0.32,1
1459,616152,758,0.05,101707,22.0,6,13,,0.74,41,0.91,0,0.59,0
1460,2140546,383,0.08,330833,7.0,1,14,2055397.0,0.74,3,0.35,3,0.65,1
1461,2153019,507,0.56,1651948,29.0,5,8,1247486.0,,48,0.41,3,0.4,1
1462,1923832,689,0.82,1138963,,3,14,2427115.0,0.69,45,,2,0.08,1
1463,201934,613,0.25,1959824,5.0,0,2,1948697.0,0.28,55,0.27,4,0.37,1
1464,1918831,321,0.45,1625506,13.0,0,12,1025607.0,0.23,17,0.8,2,0.69,0
1465,575523,709,0.43,1927145,2.0,4,10,1195268.0,1.0,42,0.62,0,,0
1466,990530,814,0.45,1571624,9.0,1,5,1079037.0,0.66,15,0.75,6,0.16,0
1467,155486,426,0.58,236633,2.0,3,12,1015930.0,0.49,32,0.45,2,,1
1468,1337983,313,0.45,1947268,26.0,0,4,855695.0,0.36,28,0.31,1,0.75,0
1469,1023332,311,0.43,1769374,,3,8,112036.0,0.64,38,0.48,3,0.11,1
1470,1189458,386,0.45,884874,16.0,5,2,,0.14,59,,4,0.08,1
1471,2467336,823,0.55,939493,26.0,9,10,2384819.0,0.19,9,0.84,7,0.0,1
1472,1959891,836,0.51,446210,,3,9,889694.0,0.13,8,0.3,5,0.43,1
1473,347775,600,0.78,828799,28.0,0,7,590348.0,0.55,58,0.66,0,0.5,1
1474,937494,542,0.09,1486564,30.0,6,13,2760911.0,0.64,30,0.14,5,0.64,1
1475,1806940,421,0.76,1460295,4.0,1,7,1371446.0,0.16,27,0.69,3,0.3,1
1476,1288356,446,0.77,838245,29.0,8,1,909121.0,0.75,59,0.91,2,0.71,1
1477,1351193,655,0.29,929459,19.0,2,14,2140314.0,0.31,56,0.61,5,,0
1478,1039465,608,0.44,134381,24.0,7,12,273497.0,0.72,2,0.56,1,0.83,0
1479,683636,587,0.42,1872744,30.0,7,2,2209465.0,0.98,53,0.96,2,0.57,0
1480,188102,606,0.24,891708,8.0,2,4,2125629.0,0.72,54,0.63,3,0.58,1
1481,224460,848,0.39,1926251,30.0,3,4,1728506.0,0.89,13,,5,0.21,1
1482,1563354,651,0.09,243984,29.0,1,11,,0.95,57,0.29,7,0.07,0
1483,1926203,611,0.29,1158848,20.0,3,14,,0.54,24,0.71,6,0.46,1
1484,2426360,358,0.74,1594492,25.0,8,3,718730.0,0.73,14,0.74,0,0.62,1
1485,363945,334,0.29,1795987,19.0,1,7,,0.87,1,,5,0.1,1
1486,381915,744,0.75,1046358,6.0,2,12,68359.0,0.42,23,0.35,7,,1
1487,2455276,392,0.5,788096,30.0,3,8,473919.0,0.34,13,0.99,6,0.98,1
1488,675830,506,0.8,303091,21.0,4,2,1358356.0,0.95,47,0.1,6,0.55,1
1489,1482397,652,0.54,902050,3.0,0,4,1515719.0,,6,,5,0.95,0
1490,2286233,631,0.08,314064,12.0,6,14,816117.0,0.3,35,0.06,4,0.18,1
1491,868216,458,0.62,1204697,,9,3,837566.0,,49,0.82,5,0.03,1
1492,1418506,323,0.09,520435,30.0,6,2,2448212.0,0.82,23,0.09,3,0.04,0
1493,955497,703,0.43,651160,9.0,8,12,,0.59,26,0.67,6,0.59,1
1494,667313,815,0.84,1966140,17.0,3,13,94455.0,0.68,36,0.06,0,0.06,1
1495,1413108,663,0.19,314237,16.0,5,14,1509639.0,0.78,37,0.67,3,0.96,1
1496,1487682,681,0.38,325049,19.0,1,6,1223981.0,0.66,29,0.84,1,0.14,0
1497,1226871,831,0.67,696047,19.0,3,13,2336798.0,0.59,26,0.4,2,0.3,1
1498,1212383,451,0.8,467567,12.0,1,4,189937.0,0.77,38,0.52,5,0.82,1
1499,2404656,719,0.62,1391701,16.0,9,6,,0.75,14,0.4,4,0.22,1
1500,2199365,549,0.27,1958911,,4,2,2933340.0,0.67,25,0.3,0,0.24,1
1501,1436643,416,0.62,1955829,3.0,6,12,2482159.0,0.42,0,0.8,4,0.64,1
1502,1683584,811,0.3,1469920,0.0,0,4,2158344.0,0.47,55,0.27,4,0.28,0
1503,2156342,634,0.66,132289,0.0,9,11,2288910.0,0.97,3,0.72,4,0.22,1
1504,544540,717,0.86,690794,14.0,9,6,835165.0,0.2,28,0.21,5,0.25,1
1505,2076275,594,0.66,1701377,12.0,6,14,812425.0,0.34,56,0.25,0,0.49,1
1506,1365557,670,0.78,1511666,16.0,9,5,1734428.0,0.54,0,0.34,0,0.97,1
1507,894699,485,0.05,1804867,23.0,5,3,286287.0,0.85,42,0.59,6,,1
1508,2267022,545,0.66,1499466,,5,8,2043683.0,,49,0.45,4,0.28,1
1509,1102082,567,0.76,1411236,7.0,7,7,,0.35,45,0.75,6,0.36,1
1510,398683,536,0.08,309480,17.0,7,3,1553749.0,0.16,21,0.21,6,0.46,1
1511,176790,829,0.79,1884907,26.0,5,6,2278214.0,0.74,10,0.01,2,0.98,1
1512,1841738,320,0.27,1814622,12.0,2,4,456104.0,0.31,9,0.78,5,0.17,1
1513,598345,819,0.62,1586643,22.0,4,11,2166503.0,0.45,58,0.82,5,0.36,0
1514,899074,399,0.73,1429932,13.0,1,5,234085.0,0.5,16,0.06,3,0.73,1
1515,2029490,777,0.61,183498,7.0,4,11,758171.0,0.9,35,0.61,7,0.96,1
1516,940141,597,0.13,1352600,7.0,8,5,498095.0,0.47,55,0.38,6,0.16,1
1517,1604908,825,0.56,1753834,26.0,9,7,,0.23,46,0.79,5,0.23,1
1518,2403694,633,0.52,1188585,25.0,0,11,686093.0,0.57,25,0.87,4,0.23,0
1519,455062,301,0.82,773858,14.0,9,5,1167732.0,0.97,47,0.85,7,0.02,1
1520,1762162,674,0.39,473159,26.0,4,11,2435296.0,0.65,20,0.78,1,0.6,0
1521,1700284,592,0.32,771755,12.0,5,3,1490424.0,0.99,12,,4,0.67,1
1522,1016651,617,0.69,94816,6.0,6,10,21576.0,0.86,8,0.81,0,0.6,1
1523,1260205,801,0.4,54138,,8,5,2763262.0,0.13,10,0.53,5,0.07,1
1524,905195,680,0.6,1189752,16.0,5,7,2724442.0,0.69,10,0.05,7,0.07,1
1525,2018599,313,0.6,1436665,27.0,4,5,1035865.0,0.36,5,0.46,5,0.21,1
1526,363920,803,0.8,840449,24.0,6,5,1328668.0,0.6,0,0.94,3,0.29,0
1527,1575541,530,0.56,846883,28.0,0,9,2737968.0,0.35,53,0.89,6,0.79,1
1528,1659433,383,0.48,1816892,15.0,4,3,,0.41,5,0.1,1,0.16,1
1529,2021403,429,0.17,406007,22.0,1,13,2186203.0,0.93,12,0.74,5,0.04,1
1530,1703068,444,0.15,846710,1.0,3,6,2911451.0,0.29,21,0.81,3,0.39,1
1531,803983,327,0.18,271552,21.0,6,1,2032342.0,0.89,55,,3,0.42,1
1532,1614492,365,0.2,93764,17.0,4,10,1795292.0,0.13,30,0.47,1,0.45,1
1533,971052,462,0.59,173030,30.0,5,5,1830276.0,0.18,21,0.71,4,0.83,1
1534,1957150,528,0.68,968638,16.0,1,8,2300457.0,0.87,36,0.44,4,0.1,1
1535,2375300,560,0.5,1947951,29.0,2,5,2554728.0,0.67,46,0.11,4,0.7,1
1536,2005567,748,0.75,1718531,6.0,6,9,573722.0,0.77,26,0.71,2,0.34,1
1537,1684837,723,0.89,366462,12.0,1,11,,0.29,49,0.91,6,0.31,1
1538,881899,759,0.75,939855,17.0,5,6,641857.0,0.58,51,0.65,7,0.93,1
1539,409747,600,0.64,1464718,28.0,4,8,1780248.0,0.76,13,0.77,6,0.25,1
1540,765650,602,0.5,110128,13.0,9,10,,0.66,46,0.36,4,0.64,1
1541,573570,586,0.43,269128,29.0,0,8,866164.0,0.52,57,0.18,1,0.28,0
1542,1177512,694,0.12,858301,17.0,9,13,2608026.0,,4,0.64,2,0.51,0
1543,1008158,309,0.39,1332116,12.0,3,3,1130070.0,0.71,57,0.33,6,0.79,1
1544,2264792,569,0.82,55039,10.0,1,7,1792841.0,0.92,35,0.86,4,0.88,1
1545,202528,660,0.74,202353,20.0,3,14,601513.0,,31,0.12,2,0.84,1
1546,2023421,556,0.23,162935,29.0,0,7,,,33,,7,0.58,1
1547,2037646,432,0.45,1633306,,1,14,2265752.0,0.17,6,0.4,1,0.25,0
1548,1567077,575,0.74,1958796,15.0,7,10,779957.0,0.42,41,0.94,4,0.66,1
1549,1922802,812,0.11,1388306,22.0,5,12,1913980.0,0.87,47,0.15,7,0.71,1
1550,2402728,612,0.38,103053,16.0,1,6,1507394.0,0.31,9,0.01,0,0.01,0
1551,1074618,583,0.77,1280137,7.0,5,12,2979845.0,0.2,49,0.24,7,0.44,1
1552,1078479,420,0.39,1837040,18.0,9,7,2712188.0,0.39,16,0.82,5,0.84,0
1553,1209599,406,0.12,136346,19.0,8,14,254265.0,0.3,29,0.21,1,0.49,1
1554,1484679,503,0.51,379231,14.0,6,2,519493.0,0.93,20,0.24,7,0.31,1
1555,216203,464,0.78,455841,8.0,8,9,2261556.0,0.88,59,0.13,7,0.87,1
1556,310775,604,0.55,608685,19.0,4,10,910913.0,0.55,12,0.72,3,0.16,1
1557,1713299,796,0.24,1419391,9.0,6,10,2057017.0,0.16,0,0.07,3,0.21,1
1558,1494027,455,0.38,166214,11.0,6,1,653817.0,0.74,0,0.33,7,0.69,1
1559,941267,666,0.43,535001,30.0,2,1,996433.0,0.66,46,,7,0.35,0
1560,647562,550,0.54,903329,20.0,6,3,2035286.0,0.97,32,0.56,1,0.71,1
1561,533934,633,0.7,1780085,22.0,0,14,2581505.0,0.6,37,,3,0.16,1
1562,2154168,810,0.13,1037410,19.0,8,3,2361547.0,0.4,24,0.53,6,0.25,1
1563,467428,592,0.81,1497075,,9,1,1934116.0,0.57,25,0.93,1,0.16,1
1564,1517763,319,0.06,450826,0.0,5,12,682387.0,0.98,12,0.95,0,0.95,1
1565,1192892,581,0.36,486542,24.0,4,7,1145958.0,0.73,58,,1,,0
1566,840907,300,0.07,1375644,19.0,6,4,479767.0,0.7,27,0.78,4,0.34,1
1567,2082015,418,0.38,687431,8.0,4,10,9583.0,0.32,32,0.74,4,0.01,1
1568,2329996,334,0.5,422397,21.0,9,13,574675.0,0.77,36,0.89,2,0.15,1
1569,1750396,497,0.48,412441,,4,2,,0.78,40,0.45,3,0.42,1
1570,272402,784,0.19,1885877,0.0,9,10,2944208.0,0.39,29,0.53,7,0.07,1
1571,1316588,358,0.6,933520,11.0,6,5,1497850.0,0.54,56,0.42,5,0.51,0
1572,588661,460,0.09,1886022,2.0,9,6,946803.0,0.37,48,0.85,3,0.46,1
1573,723695,505,0.7,584391,10.0,6,9,2969053.0,0.33,47,0.23,6,0.77,1
1574,613556,311,0.85,1574314,1.0,2,4,2095598.0,0.12,7,0.24,1,0.66,1
1575,725278,789,0.34,1995325,15.0,2,2,1314861.0,,48,0.37,5,0.45,0
1576,1143176,575,0.49,476674,8.0,9,5,678710.0,0.6,46,0.23,5,0.22,1
1577,1328049,541,0.37,1058109,14.0,2,3,468298.0,0.1,55,0.56,7,0.73,1
1578,628007,515,0.06,132409,11.0,5,2,136149.0,0.35,0,0.13,7,0.71,1
1579,1424732,550,0.38,1121824,0.0,5,12,570303.0,0.89,11,0.32,3,0.15,1
1580,675303,425,0.72,1580952,12.0,2,1,,0.63,4,0.91,5,0.91,1
1581,2240784,516,0.56,748876,13.0,2,10,976684.0,0.65,23,0.41,5,,1
1582,1260389,605,0.14,1778106,24.0,7,2,756556.0,0.46,5,0.75,4,0.06,1
1583,177712,484,0.77,1106600,24.0,7,6,2943486.0,0.71,24,0.11,0,0.19,1
1584,262816,338,0.5,525430,7.0,6,8,1054153.0,0.27,0,0.25,7,0.91,1
1585,1785156,522,0.77,1333440,7.0,9,13,806434.0,0.84,24,0.81,1,0.52,1
1586,285230,483,0.54,1970955,26.0,3,3,,0.21,0,0.76,3,0.79,1
1587,1916616,794,0.53,1273451,,3,11,2660891.0,0.69,31,0.39,7,0.23,1
1588,956741,726,0.14,986800,11.0,2,9,2590179.0,0.41,41,0.95,4,,0
1589,419114,477,0.19,1452549,0.0,4,12,2801615.0,0.77,41,0.91,6,0.36,0
1590,1533194,727,0.88,1977716,,2,9,421863.0,0.59,2,0.96,7,0.83,1
1591,2031548,593,0.24,1971672,7.0,7,2,559119.0,0.51,48,0.43,6,0.02,1
1592,301456,450,0.88,1510049,9.0,6,8,1804240.0,0.25,18,0.2,2,,1
1593,420846,683,0.5,1242503,29.0,2,10,1931506.0,0.67,59,0.63,5,0.15,0
1594,150404,607,0.17,1183754,,8,11,1963957.0,0.98,42,0.68,5,0.86,1
1595,853286,635,0.13,1097380,10.0,4,12,2342094.0,0.84,28,0.13,3,0.47,1
1596,2145269,674,0.23,937553,6.0,8,5,2192271.0,,49,0.79,0,0.4,1
