id,title,genre,original_language,popularity,release_date,vote_average,vote_count
921,Cinderella Man,"Romance,Drama,History",en,14.018,6/2/2005,7.5,1785
47909,Poetry,Drama,ko,5.784,5/13/2010,7.5,230
13310,Let the Right One In,"Horror,Drama",sv,10.776,10/24/2008,7.5,2401
1579,Apocalypto,"Action,Drama,Thriller,History",en,56.576,12/7/2006,7.5,4454
127501,Barfi!,"Drama,Romance,Comedy",hi,7.897,9/13/2012,7.5,245
39324,Dragon Ball Z: The History of Trunks,"Animation,Action,Science Fiction",ja,92.549,2/24/1993,7.5,426
11610,"Play It Again, Sam","Comedy,Drama,Romance",en,7.915,5/4/1972,7.5,458
9516,Menace II Society,"Drama,Crime",en,13.928,5/26/1993,7.5,582
379019,My Blind Date with Life,"Comedy,Drama",de,10.107,1/26/2017,7.5,243
4291,Kikujiro,"Comedy,Drama,Family",ja,12.847,6/5/1999,7.5,350
552095,PAW Patrol: Mighty Pups,"Adventure,Animation,Family,Action",en,47.494,10/4/2018,7.5,514
475888,Tell It to the Bees,"Romance,Drama",en,15.866,5/3/2019,7.5,323
382614,The Book of Henry,"Drama,Crime,Thriller",en,13.31,6/16/2017,7.5,1150
315846,Our Little Sister,"Drama,Family",ja,13.035,6/13/2015,7.5,337
16219,Gladiator,"Action,Drama",en,17.536,3/6/1992,7.5,238
13528,Gaslight,"Thriller,Drama,Mystery,Crime",en,12.096,5/4/1944,7.5,332
783,Gandhi,"Drama,History",en,10.513,11/30/1982,7.5,1897
551332,The Two Popes,"Drama,Comedy,History",en,12.106,11/27/2019,7.5,2435
30368,Stray Dog,"Crime,Drama,Thriller",ja,8.373,10/17/1949,7.5,212
7214,Coach Carter,"Drama,History",en,27.757,1/14/2005,7.5,2200
11562,Crimes and Misdemeanors,"Comedy,Drama",en,9.569,10/13/1989,7.5,698
11344,A Bittersweet Life,"Action,Drama,Crime",ko,10.311,3/31/2005,7.5,668
9366,Donnie Brasco,"Crime,Drama,Thriller",en,18.168,2/27/1997,7.5,3608
1883,Malcolm X,"Drama,History",en,13.227,11/18/1992,7.5,1292
603661,The Hating Game,"Romance,Comedy",en,28.465,12/9/2021,7.5,529
138843,The Conjuring,"Horror,Thriller",en,185.043,7/18/2013,7.5,9556
11421,C.R.A.Z.Y.,"Drama,Comedy",fr,6.514,5/27/2005,7.5,351
3001,How to Steal a Million,"Comedy,Crime",en,10.404,7/13/1966,7.5,459
747,Shaun of the Dead,"Horror,Comedy",en,38.07,4/9/2004,7.5,7005
645886,The Unforgivable,"Drama,Crime",en,84.706,11/24/2021,7.5,1366
179144,The Great Beauty,Drama,it,12.361,5/21/2013,7.5,2672
63311,The Skin I Live In,"Thriller,Drama,Horror",es,34.682,8/17/2011,7.5,3540
59436,Midnight in Paris,"Fantasy,Comedy,Romance",en,12.483,5/11/2011,7.5,6298
26280,I Killed My Mother,Drama,fr,6.732,6/5/2009,7.5,968
409502,I'm Not Ashamed,Drama,en,73.087,10/21/2016,7.5,208
382748,Stargirl,"Comedy,Drama,Romance,Family",en,16.658,3/10/2020,7.5,487
228326,The Book of Life,"Animation,Adventure,Comedy,Family,Fantasy",en,87.426,10/1/2014,7.5,2214
28874,Summer Wars,Animation,ja,28.158,8/1/2009,7.5,737
15472,The Girl with the Dragon Tattoo,"Drama,Thriller,Crime,Mystery",sv,15.565,2/27/2009,7.5,2459
625,The Killing Fields,"Drama,History,War",en,10.758,11/23/1984,7.5,558
334541,Manchester by the Sea,Drama,en,16.732,11/18/2016,7.5,4924
37769,The Second Tragic Fantozzi,Comedy,it,7.84,4/15/1976,7.5,529
36685,The Rocky Horror Picture Show,"Comedy,Science Fiction,Fantasy,Horror",en,13.504,8/14/1975,7.5,2273
29084,Le Corbeau,"Drama,Thriller,Crime,Mystery",fr,6.45,9/28/1943,7.5,209
3009,The Trial,"Crime,Drama",en,8.166,12/21/1962,7.5,347
571,The Birds,Horror,en,25.341,3/28/1963,7.5,3246
617653,The Last Duel,"Action,Drama,History",en,137.996,10/13/2021,7.5,2286
127585,X-Men: Days of Future Past,"Action,Adventure,Fantasy,Science Fiction",en,76.912,5/15/2014,7.5,13528
37903,The White Ribbon,"Drama,Mystery",de,10.149,9/24/2009,7.5,817
24807,Mr. Deeds Goes to Town,"Comedy,Drama,Romance",en,7.334,4/9/1936,7.5,249
14919,Batman: Mask of the Phantasm,"Action,Animation,Crime,Mystery",en,17.782,12/25/1993,7.5,821
13384,Kes,Drama,en,7.359,4/3/1970,7.5,301
31682,The Incredible Shrinking Man,"Drama,Science Fiction,Horror",en,7.75,2/22/1957,7.5,347
11178,My Sassy Girl,"Drama,Comedy,Romance",ko,15.575,7/27/2001,7.5,439
9016,Treasure Planet,"Adventure,Animation,Family,Fantasy,Science Fiction",en,53.853,11/26/2002,7.5,3395
4034,That Man from Rio,"Action,Adventure,Comedy",fr,6.406,2/5/1964,7.5,244
3035,Frankenstein,"Drama,Horror,Science Fiction",en,10.832,11/21/1931,7.5,1165
828,The Day the Earth Stood Still,"Drama,Science Fiction",en,13.213,9/28/1951,7.5,834
74879,Once Upon a Time in Anatolia,"Drama,Crime",tr,6.579,9/23/2011,7.5,364
624479,Superman II: The Richard Donner Cut,"Science Fiction,Action,Adventure",en,14.244,11/2/2006,7.5,203
582014,Promising Young Woman,"Thriller,Crime,Drama",en,24.117,12/13/2020,7.5,2209
484751,Through the Fire,Drama,fr,8.556,11/28/2018,7.5,512
449406,Vivo,"Animation,Family,Comedy",en,88.647,7/30/2021,7.5,551
16633,Somewhere in Time,"Drama,Fantasy,Romance",en,8.596,10/2/1980,7.5,421
79,Hero,"Drama,Adventure,Action,History",zh,21.679,7/22/2002,7.5,1806
502897,Leto,"Music,Drama",ru,6.702,6/7/2018,7.5,253
16642,Days of Heaven,"Drama,Romance",en,10.329,9/13/1978,7.5,770
8440,Carandiru,Drama,pt,7.786,3/21/2003,7.5,410
4553,The Machinist,"Thriller,Drama",en,17.398,2/9/2004,7.5,4488
451048,Jungle Cruise,"Action,Adventure,Fantasy",en,222.832,7/28/2021,7.5,4450
898,Birdman of Alcatraz,"Crime,Drama",en,8.176,7/4/1962,7.5,219
574,The Man Who Knew Too Much,"Crime,Drama,Mystery,Thriller",en,17.142,5/16/1956,7.5,1079
552178,Dark Waters,"Drama,Thriller,History",en,17.022,11/22/2019,7.5,1583
337703,The Red Turtle,"Animation,Drama,Fantasy,Family",fr,10.244,6/29/2016,7.5,1016
16305,Sullivan's Travels,"Adventure,Comedy,Romance",en,8.128,11/30/1941,7.5,340
15999,Vampire Hunter D: Bloodlust,"Animation,Fantasy,Horror,Action",ja,19.751,8/25/2000,7.5,431
9340,The Goonies,"Adventure,Comedy,Family",en,32.878,6/7/1985,7.5,4761
4024,Last Year at Marienbad,"Drama,Romance",fr,10.873,5/25/1961,7.5,370
470878,I Can Only Imagine,"Music,Drama",en,38.331,2/14/2018,7.5,377
389015,"I, Tonya",Drama,en,25.751,12/8/2017,7.5,4874
200085,The Flu,"Action,Drama,Science Fiction",ko,59.583,8/14/2013,7.5,977
5781,That Obscure Object of Desire,"Comedy,Drama,Romance",fr,18.415,8/17/1977,7.5,267
940,The Lady Vanishes,"Mystery,Thriller,Comedy",en,9.814,10/7/1938,7.5,679
483983,Balloon,"Drama,History,Thriller",de,13.142,9/27/2018,7.5,335
36557,Casino Royale,"Adventure,Action,Thriller",en,40.164,11/14/2006,7.5,9055
332562,A Star Is Born,"Drama,Romance,Music",en,33.837,10/3/2018,7.5,10349
3116,Midnight Cowboy,Drama,en,13.42,5/25/1969,7.5,1021
327331,The Dirt,"Drama,Music,History",en,15.86,3/22/2019,7.5,984
7735,The Wave,"Drama,Thriller",de,15.008,3/11/2008,7.5,2796
1372,Blood Diamond,"Drama,Thriller,Action",en,42.378,1/26/2006,7.5,6352
532,A Close Shave,"Family,Animation,Comedy",en,9.921,4/10/1995,7.5,616
11202,Patton,"War,Drama,History",en,12.413,1/25/1970,7.5,838
14438,Fireproof,"Drama,Romance",en,67.878,9/26/2008,7.5,538
10110,Empire of the Sun,"Drama,History,War",en,14.155,12/9/1987,7.5,1522
613090,"Live Twice, Love Once","Comedy,Drama",es,11.005,9/6/2019,7.5,283
19995,Avatar,"Action,Adventure,Fantasy,Science Fiction",en,386.124,12/10/2009,7.5,25759
15165,Barbie as The Princess & the Pauper,"Animation,Family,Comedy",en,78.974,9/28/2004,7.5,1214
12163,The Wrestler,"Drama,Romance",en,14.47,9/7/2008,7.5,2967
10747,The Outlaw Josey Wales,Western,en,28.319,7/14/1976,7.5,885
15371,Lupin the Third: The Castle of Cagliostro,"Family,Animation,Adventure,Comedy,Crime",ja,15.607,12/15/1979,7.5,795
15097,Fear City: A Family-Style Comedy,Comedy,fr,5.684,3/9/1994,7.5,997
468284,The Insult,"Drama,Crime",fr,7.509,9/14/2017,7.5,378
284293,Still Alice,Drama,en,8.949,12/5/2014,7.5,2656
281957,The Revenant,"Western,Drama,Adventure",en,52.979,12/25/2015,7.5,15986
11798,This Is England,"Drama,Crime",en,3.341,9/12/2006,7.5,1014
10683,Happiness,"Comedy,Drama",en,9.982,10/16/1998,7.5,606
984,Dirty Harry,"Action,Crime,Thriller",en,16.841,12/23/1971,7.5,1881
522,Ed Wood,"Comedy,Drama,History",en,11.686,9/27/1994,7.5,1876
876716,Ciao Alberto,"Animation,Comedy,Family,Fantasy",en,185.274,11/12/2021,7.5,505
431937,Mr & Mme Adelman,"Romance,Drama,Comedy",fr,7.112,3/8/2017,7.5,360
260513,Incredibles 2,"Action,Adventure,Animation,Family",en,82.939,6/14/2018,7.5,11100
18,The Fifth Element,"Adventure,Fantasy,Action,Thriller,Science Fiction",en,49.335,5/2/1997,7.5,9065
1786,Au Revoir les Enfants,"Drama,War",fr,10.485,10/7/1987,7.5,504
379,Miller's Crossing,"Drama,Thriller,Crime",en,10.52,9/21/1990,7.5,1285
429450,Pandora,"Thriller,Drama,Action",ko,31.464,12/7/2016,7.5,324
32761,The Seventh Continent,Drama,de,5.963,10/20/1989,7.5,225
10451,Eat Drink Man Woman,"Comedy,Drama,Romance",zh,8.991,1/28/1994,7.5,231
3482,The Train,"Thriller,War,Action",en,8.463,9/24/1964,7.5,233
601,E.T. the Extra-Terrestrial,"Science Fiction,Adventure,Family,Fantasy",en,31.547,6/11/1982,7.5,9585
453395,Doctor Strange in the Multiverse of Madness,"Fantasy,Action,Adventure",en,4289.605,5/4/2022,7.5,4782
85350,Boyhood,Drama,en,16.631,6/5/2014,7.5,4486
13930,For the Birds,"Animation,Family,Comedy",en,8.75,11/2/2000,7.5,976
11549,Invasion of the Body Snatchers,"Horror,Science Fiction",en,11.356,2/5/1956,7.5,791
3088,My Darling Clementine,Western,en,13.165,10/17/1946,7.5,298
500664,Upgrade,"Action,Thriller,Science Fiction",en,39.221,5/31/2018,7.5,3447
11970,Hercules,"Animation,Family,Fantasy,Adventure,Comedy,Romance",en,103.216,6/20/1997,7.5,6237
11544,Lilo & Stitch,"Animation,Family",en,103.355,6/21/2002,7.5,5074
2786,Pierrot le Fou,"Drama,Thriller",fr,11.442,8/29/1965,7.5,661
335984,Blade Runner 2049,"Science Fiction,Drama",en,67.918,10/4/2017,7.5,10895
10604,Zorba the Greek,Drama,el,9.178,12/14/1964,7.5,263
8740,The Vanishing,Thriller,nl,8.151,10/27/1988,7.5,450
615666,A Boy Called Christmas,"Family,Adventure,Fantasy",en,60.608,11/25/2021,7.5,456
983,The Man Who Would Be King,"Adventure,Drama",en,8.744,12/3/1975,7.5,463
217993,Justice League: War,"Animation,Action",en,22.723,2/2/2014,7.5,860
204553,Cold Eyes,"Crime,Action,Thriller",ko,28.592,7/3/2013,7.5,257
72213,Courageous,Drama,en,38.652,9/30/2011,7.5,283
1949,Zodiac,"Crime,Drama,Mystery,Thriller",en,24.806,3/2/2007,7.5,8532
475,Bonnie and Clyde,"Crime,Drama",en,19.45,7/18/1967,7.5,1256
228150,Fury,"War,Drama,Action",en,143.519,10/15/2014,7.5,10076
176983,One Piece Film: Z,"Action,Adventure,Animation",ja,60.15,12/15/2012,7.5,400
4254,Kal Ho Naa Ho,"Comedy,Drama",hi,8.804,11/27/2003,7.5,299
923,Dawn of the Dead,Horror,en,24.387,9/2/1978,7.5,1634
508947,Turning Red,"Animation,Family,Comedy,Fantasy",en,1100.986,3/10/2022,7.5,2804
438148,Minions: The Rise of Gru,"Family,Animation,Adventure,Comedy,Fantasy",en,8821.801,6/29/2022,7.5,489
1847,The Long Goodbye,"Crime,Mystery,Thriller,Comedy",en,10.656,3/7/1973,7.5,427
881,A Few Good Men,Drama,en,21.002,12/11/1992,7.5,2797
856,Who Framed Roger Rabbit,"Fantasy,Animation,Comedy,Crime",en,25.325,6/21/1988,7.5,4730
69,Walk the Line,"Drama,Music,Romance",en,17.333,9/13/2005,7.5,2360
145,Breaking the Waves,"Drama,Romance",da,13.462,5/13/1996,7.5,751
13830,Shottas,"Action,Adventure,Crime,Drama",en,26.421,2/27/2002,7.5,239
383498,Deadpool 2,"Action,Comedy,Adventure",en,193.759,5/10/2018,7.5,14884
9495,The Crow,"Fantasy,Action,Thriller",en,29.254,5/11/1994,7.5,3161
429617,Spider-Man: Far From Home,"Action,Adventure,Science Fiction",en,199.965,6/28/2019,7.5,12873
244088,Human Capital,Drama,it,6.557,1/9/2014,7.5,808
24192,The Gospel According to St. Matthew,"History,Drama",it,7.422,3/3/1965,7.5,259
17136,The Woman in the Window,"Drama,Thriller,Mystery,Crime",en,5.471,10/25/1944,7.5,250
12780,Iron Monkey,"Action,Crime,Drama",cn,9.714,9/3/1993,7.5,223
11481,Repulsion,"Drama,Thriller,Horror",en,9.158,6/1/1965,7.5,765
9428,The Royal Tenenbaums,"Comedy,Drama",en,15.103,10/5/2001,7.5,3764
9075,Black Book,"Drama,Thriller,War",nl,11.646,9/14/2006,7.5,911
16619,Ordinary People,Drama,en,11.098,9/19/1980,7.5,475
440298,Cold War,"Drama,Romance,War,Music",pl,9.395,6/8/2018,7.5,1227
377273,Aquarius,Drama,pt,11.034,9/1/2016,7.5,402
27327,Phantom of the Paradise,"Comedy,Fantasy,Horror,Music,Thriller",en,8.646,10/31/1974,7.5,484
11506,The Silence,"Drama,Romance",sv,8.041,9/23/1963,7.5,283
11528,The Sandlot,"Family,Comedy",en,18.544,4/7/1993,7.5,911
644583,The Mauritanian,"Drama,Thriller",en,15.331,2/10/2021,7.5,759
7500,Sonatine,"Action,Crime,Thriller",ja,10.229,4/10/1993,7.5,470
877,Scarface,"Action,Crime,Drama,Thriller",en,29.61,4/9/1932,7.5,444
346648,Paddington 2,"Adventure,Comedy,Family",en,37.69,11/9/2017,7.5,1755
11030,Zelig,Comedy,en,7.86,7/15/1983,7.5,690
9056,Police Story,"Action,Crime,Thriller",cn,19.445,12/14/1985,7.5,600
673595,Maggie Simpson in Playdate with Destiny,"Animation,Comedy,Family,Romance",en,29.927,2/29/2020,7.5,302
132344,Before Midnight,"Romance,Drama",en,12.454,4/5/2013,7.5,1880
375785,Then Came You,"Comedy,Drama",en,10.211,2/1/2019,7.5,386
11841,The 36th Chamber of Shaolin,"Action,Adventure",zh,12.749,2/2/1978,7.5,291
186,Lucky Number Slevin,"Drama,Thriller,Crime,Mystery",en,15.383,2/24/2006,7.5,3404
37916,Swept Away,"Romance,Drama,Comedy",it,5.763,12/18/1974,7.5,242
34148,Imitation of Life,"Drama,Romance",en,6.984,10/2/1959,7.5,202
219,Volver,"Comedy,Drama,Romance",es,8.762,3/17/2006,7.5,1348
37719,A Night at the Opera,"Comedy,Music",en,7.033,11/15/1935,7.5,368
14257,Delusions of Grandeur,"Comedy,History",fr,8.163,12/8/1971,7.5,558
530,A Grand Day Out,"Animation,Comedy,Family",en,10.248,5/18/1990,7.5,650
795514,The Fallout,Drama,en,128.349,1/28/2022,7.5,288
203833,The Book Thief,Drama,en,14.309,11/8/2013,7.5,3865
22584,To Have and Have Not,"Adventure,Romance,War",en,7.813,1/20/1945,7.5,382
10843,After Hours,"Comedy,Thriller,Drama",en,10.999,9/13/1985,7.5,1067
10549,Hamlet,Drama,en,9.137,12/25/1996,7.5,382
134350,Why Don't You Play in Hell?,"Drama,Action,Comedy",ja,8.838,9/14/2013,7.5,215
434616,Patients,"Drama,Comedy",fr,6.327,3/1/2017,7.5,536
58451,The Adventures of Pinocchio,"Family,Drama",it,6.726,12/21/1972,7.5,260
252,Willy Wonka & the Chocolate Factory,"Family,Fantasy,Comedy",en,47.714,6/29/1971,7.5,2740
34106,You Can't Take It with You,"Comedy,Drama,Romance",en,8.56,9/1/1938,7.5,287
3933,Corpse Bride,"Romance,Fantasy,Animation",en,143.486,9/12/2005,7.5,7267
118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,"Action,Adventure,Drama,Fantasy,Animation",ja,18.394,6/23/2012,7.5,267
437586,mid90s,"Drama,Comedy",en,17.179,10/19/2018,7.5,1197
330459,Rogue One: A Star Wars Story,"Action,Adventure,Science Fiction",en,40.968,12/14/2016,7.5,13304
176241,Prison Break: The Final Break,"Action,Drama,Thriller",en,30.247,5/24/2009,7.5,532
16328,Johnny Got His Gun,"War,Drama",en,9.106,8/4/1971,7.5,284
11031,This Is Spinal Tap,"Music,Comedy",en,9.609,5/4/1984,7.5,1110
7549,Fearless,"Drama,Action",zh,25.838,1/26/2006,7.5,1011
874300,South Park: Post COVID: The Return of COVID,"Animation,Comedy,TV Movie",en,19.735,12/16/2021,7.5,212
576845,Last Night in Soho,"Thriller,Horror,Mystery",en,119.322,10/21/2021,7.5,1823
26596,Johnny Guitar,"Drama,Western,Romance",en,9.735,5/26/1954,7.5,297
1902,Open Your Eyes,"Drama,Thriller,Science Fiction",es,11.347,12/19/1997,7.5,784
11167,Peeping Tom,"Horror,Thriller,Drama",en,12.466,5/16/1960,7.5,588
9665,Glory,"Drama,History,War",en,11.96,12/15/1989,7.5,1238
9028,The Great Silence,"Western,Action",it,10.979,2/21/1968,7.5,279
4689,Sympathy for Mr. Vengeance,"Action,Drama,Thriller",ko,10.451,3/29/2002,7.5,1074
2690,Irma la Douce,"Comedy,Romance",en,10.752,6/5/1963,7.5,296
786,Almost Famous,"Drama,Music",en,14.585,9/15/2000,7.5,2187
106,Predator,"Science Fiction,Action,Adventure,Thriller",en,90.871,6/12/1987,7.5,6267
630220,18 Presents,"Drama,Fantasy",it,11.108,1/2/2020,7.5,583
258480,Carol,"Romance,Drama",en,13.462,11/20/2015,7.5,3139
27632,Black Sunday,Horror,it,8.079,8/12/1960,7.5,378
109,Three Colors: White,"Comedy,Drama,Mystery",fr,9.824,1/26/1994,7.5,876
638449,The Last Letter From Your Lover,"Drama,Romance",en,29.987,7/23/2021,7.5,434
637534,The Stronghold,"Thriller,Action,Crime",fr,100.742,8/18/2021,7.5,851
38396,That's Life,Comedy,it,5.067,12/18/1998,7.5,1173
9008,The Insider,"Drama,Thriller",en,12.693,3/10/1999,7.5,1450
818647,Through My Window,"Romance,Drama",es,236.503,2/4/2022,7.5,2126
529216,Mirage,"Thriller,Drama,Mystery,Fantasy",es,17.086,11/30/2018,7.5,1484
484747,Little Tickles,Drama,fr,8.065,11/14/2018,7.5,266
76758,The Flowers of War,"Drama,History,War",zh,10.622,12/15/2011,7.5,612
13689,Peaceful Warrior,Drama,en,12.309,3/30/2006,7.5,323
451480,The Guernsey Literary & Potato Peel Pie Society,"Romance,Drama,History",en,11.939,4/19/2018,7.5,1149
41498,One Piece: Strong World,"Animation,Fantasy,Adventure",ja,37.495,12/12/2009,7.5,271
18333,Hour of the Wolf,"Drama,Horror",sv,7.807,2/19/1968,7.5,379
15919,Marty,"Drama,Romance",en,7.689,4/11/1955,7.5,273
14736,Love & Basketball,"Action,Comedy,Drama,Romance",en,11.605,4/21/2000,7.5,349
487670,The Death of Superman,"Science Fiction,Animation,Action,Drama",en,21.115,8/28/2018,7.5,520
251516,Kung Fury,"Action,Comedy,Science Fiction,Fantasy",en,7.294,5/22/2015,7.5,1585
13060,Lifted,"Family,Animation,Science Fiction",en,9.058,12/28/2006,7.5,612
9559,A Perfect World,"Crime,Drama,Thriller",en,13.107,11/24/1993,7.5,1293
634544,Uncle Frank,Drama,en,10.852,11/25/2020,7.5,314
489418,In Safe Hands,Drama,fr,5.038,12/5/2018,7.5,338
476968,"Paul, Apostle of Christ","Drama,History",en,47.78,3/23/2018,7.5,259
21832,Neon Genesis Evangelion: Death and Rebirth,"Drama,Science Fiction,Animation",ja,30.877,3/15/1997,7.5,300
8333,The Taking of Pelham One Two Three,"Crime,Action,Thriller",en,6.972,10/2/1974,7.5,346
4584,Sense and Sensibility,"Drama,Romance",en,16.794,12/13/1995,7.5,1342
376290,Miss Sloane,"Thriller,Drama",en,21.299,11/25/2016,7.5,1470
239571,The Best of Me,"Drama,Romance",en,16.547,10/15/2014,7.5,2282
8094,The Magdalene Sisters,"Drama,History",en,8.476,8/30/2002,7.5,318
1407,La Vie en Rose,"Music,Drama",fr,9.685,2/14/2007,7.5,1336
154,Star Trek II: The Wrath of Khan,"Action,Adventure,Science Fiction,Thriller",en,11.913,6/4/1982,7.5,1521
621013,Chemical Hearts,"Drama,Romance",en,52.816,8/21/2020,7.5,970
4174,Spellbound,"Mystery,Thriller,Romance",en,9.452,11/8/1945,7.5,671
1251,Letters from Iwo Jima,"Action,Drama,War",en,17.082,12/19/2006,7.5,1639
175,The Big Blue,"Adventure,Drama,Romance",fr,10.357,5/10/1988,7.5,1167
508570,The One and Only Ivan,"Family,Comedy,Drama",en,11.229,8/21/2020,7.5,470
194662,Birdman or (The Unexpected Virtue of Ignorance),"Drama,Comedy",en,25.92,10/17/2014,7.5,11369
166666,3096 Days,Drama,de,24.647,2/21/2013,7.5,690
26638,Red Desert,Drama,it,9.442,9/4/1964,7.5,334
12169,The First Day of the Rest of Your Life,Drama,fr,5.21,7/23/2008,7.5,399
37181,About Elly,Drama,fa,6.773,6/6/2009,7.5,377
33273,Cell 211,"Action,Thriller,Drama",es,64.16,11/6/2009,7.5,999
17529,True Grit,Western,en,15.211,6/11/1969,7.5,591
8321,In Bruges,"Comedy,Drama,Crime",en,12.488,2/8/2008,7.5,4073
33997,Desert Flower,Drama,en,9.787,9/24/2009,7.5,329
10907,The Adventures of Robin Hood,"Adventure,Action,Romance",en,12.215,5/13/1938,7.5,554
3110,Shane,"Drama,Western",en,9.962,4/23/1953,7.5,458
345,Eyes Wide Shut,"Drama,Thriller,Mystery",en,33.548,7/16/1999,7.5,4853
290,Barton Fink,"Comedy,Drama,Crime",en,10.842,8/1/1991,7.5,1316
39323,Dragon Ball Z: Bardock - The Father of Goku,"Animation,Action,Science Fiction,Drama,Fantasy",ja,117.73,10/17/1990,7.5,509
9918,Glory Road,"Drama,History",en,14.77,1/13/2006,7.5,588
457601,Everything You Want,"Comedy,Drama",it,5.539,5/11/2017,7.5,265
370172,No Time to Die,"Adventure,Action,Thriller",en,200.651,9/29/2021,7.5,4364
565310,The Farewell,"Comedy,Drama",en,11.305,7/12/2019,7.5,1122
637693,Spirit Untamed,"Animation,Adventure,Family,Western",en,150.453,5/20/2021,7.5,394
374720,Dunkirk,"War,Action,Drama",en,33.047,7/19/2017,7.5,14229
17809,Fist of Legend,Action,zh,23.946,12/22/1994,7.5,400
13350,Scooby-Doo and the Ghoul School,"Adventure,Animation,Mystery,Family,TV Movie,Comedy,Fantasy",en,11.166,10/16/1988,7.5,251
1023,Adam's Apples,"Drama,Comedy,Crime",da,9.933,4/15/2005,7.5,523
648,Beauty and the Beast,"Drama,Fantasy,Romance",fr,10.018,10/29/1946,7.5,463
32909,Mulan: Rise of a Warrior,"Adventure,Drama,Action",zh,14.995,11/26/2009,7.5,353
2034,Training Day,"Action,Crime,Drama",en,23.2,10/5/2001,7.5,4774
620,Ghostbusters,"Comedy,Fantasy",en,29.594,6/8/1984,7.5,7422
319373,Sweet Bean,Drama,ja,10.816,5/30/2015,7.5,399
71883,Redline,"Animation,Action,Science Fiction",ja,15.203,5/27/2010,7.5,305
226,Boys Don't Cry,"Crime,Drama",en,12.803,9/2/1999,7.5,1067
31767,The Devils,"Drama,History",en,7.531,7/1/1971,7.5,270
18925,Facing the Giants,Drama,en,47.065,9/29/2006,7.5,320
9549,The Right Stuff,"Drama,History,Adventure",en,10.37,10/20/1983,7.5,676
1360,Frida,"Drama,Romance",en,19.343,8/29/2002,7.5,1742
985,Eraserhead,"Fantasy,Horror",en,9.624,9/28/1977,7.5,1920
813258,Monster Pets: A Hotel Transylvania Short,"Animation,Comedy,Fantasy",en,162.524,4/2/2021,7.5,313
11349,Cape Fear,"Drama,Thriller",en,8.116,4/12/1962,7.5,438
10377,My Cousin Vinny,"Comedy,Crime",en,10.927,3/13/1992,7.5,1154
845222,Kingdom: Ashin of the North,"Drama,Fantasy,Thriller",ko,70.239,7/23/2021,7.5,386
6916,"Watch Out, We're Mad","Action,Comedy",it,10.424,3/29/1974,7.5,638
192,The Name of the Rose,"Drama,Thriller,Mystery",en,13.639,9/24/1986,7.5,2456
11704,The Secret of NIMH,"Family,Animation,Fantasy,Adventure",en,9.909,6/17/1982,7.5,637
11471,A Better Tomorrow,"Action,Crime,Drama",zh,10.086,8/2/1986,7.5,360
408647,Teen Titans: The Judas Contract,"Science Fiction,Animation,Action",en,31.813,3/31/2017,7.5,556
339403,Baby Driver,"Action,Crime",en,87.935,6/28/2017,7.5,13382
293863,The Age of Adaline,"Romance,Fantasy,Drama",en,29.63,4/16/2015,7.5,5553
663260,Black Box,"Mystery,Thriller,Drama",fr,14.839,9/8/2021,7.5,693
340666,Nocturnal Animals,"Drama,Thriller",en,27.231,11/4/2016,7.5,6590
48282,Ecce Bombo,"Comedy,Drama",it,5.075,3/8/1978,7.5,203
16372,The Innocents,"Horror,History,Thriller",en,10.405,12/15/1961,7.5,441
823,Jin-Roh: The Wolf Brigade,"Animation,Science Fiction,Thriller,Drama",ja,12.68,11/17/1999,7.5,344
364433,They Call Me Jeeg,"Crime,Drama,Action,Science Fiction",it,18.807,2/25/2016,7.5,2286
292011,Richard Jewell,"Drama,History,Crime",en,16.254,12/13/2019,7.5,1984
16646,Russian Ark,"Drama,Fantasy,History,Mystery",ru,5.632,5/22/2002,7.5,355
345938,The Shack,"Drama,Fantasy",en,110.472,3/3/2017,7.5,1717
49361,Don't Torture a Duckling,Horror,it,8.568,9/29/1972,7.5,276
10400,The Hurricane,Drama,en,13.911,9/17/1999,7.5,1148
846214,"The Simpsons: The Good, the Bart, and the Loki","Animation,Comedy,Family",en,163.765,7/7/2021,7.5,547
533444,Waves,"Romance,Drama",en,17.351,11/15/2019,7.5,444
519010,Pain and Glory,Drama,es,10.62,3/22/2019,7.5,1507
407445,Breathe,"Drama,Romance",en,19.596,10/13/2017,7.5,630
13754,Tekkonkinkreet,"Action,Adventure,Animation",ja,10.736,10/21/2006,7.5,284
8356,An Affair to Remember,"Drama,Romance",en,9.394,7/11/1957,7.5,356
649,Belle de Jour,"Drama,Romance",fr,10.557,5/24/1967,7.5,640
129670,Nebraska,"Drama,Adventure",en,8.808,9/21/2013,7.5,1462
22538,Scott Pilgrim vs. the World,"Action,Comedy,Romance",en,47.115,8/12/2010,7.5,6449
12837,The Secret Life of Bees,"Family,Adventure,Drama",en,12.297,9/17/2008,7.5,430
10435,Chaplin,Drama,en,12.727,12/17/1992,7.5,829
4251,Veer-Zaara,"Drama,Romance",hi,9.734,11/12/2004,7.5,205
196,Back to the Future Part III,"Adventure,Comedy,Science Fiction",en,25.65,5/25/1990,7.5,8791
402693,100 Meters,"Comedy,Drama",es,8.002,11/4/2016,7.5,230
269258,Head Full of Honey,"Comedy,Drama",de,5.491,12/25/2014,7.5,292
227306,Unbroken,"Drama,War",en,17.953,12/25/2014,7.5,3585
