order_id,order_date,customer_id,customer_region,product_category,product_price,quantity,discount_percent,payment_method,order_status,revenue
101271,2023-04-30,1114,north,Home,1049.6,4,0,,Delivered,4198.4
101272,2023-10-29,1481,North,,247.61,5,0,Credit Card,In Transit,1238.0500000000002
101273,2023-06-14,1283,South,Clothing,23.56,5,5,UPI,Returned,111.91
101274,2023-07-01,1074,,electronics,261.07,5,5,Debit Card,Delivered,1240.0824999999998
101275,2023-08-11,1165,West,electronics,1258.07,1,10,Credit Card,In Transit,1132.263
101276,2023-11-07,1188,north,Clothing,37.35,7,5,UPI,In Transit,248.37749999999997
101277,2023-01-07,1077,SOUTH,electronics,353.56,3,0,credit card,In Transit,1060.68
101278,2023-11-26,1020,West,Clothing,1137.17,0,5,COD,In Transit,0.0
101279,2023-09-20,1565,north,Electronics,881.24,5,-5,credit card,Returned,4626.51
101280,2023-06-10,1183,West,electronics,1175.19,3,0,credit card,delivered,3525.57
101281,2023-05-31,1221,South,Clothing,1120.5,7,10,Debit Card,In Transit,7059.150000000001
101282,2023-03-26,1327,West,Clothing,80.65,0,10,Credit Card,delivered,0.0
101283,2023-05-27,1178,North,electronics,1339.3,0,15,COD,Returned,0.0
101284,2023-04-22,1111,West,Electronics,344.41,6,0,UPI,Returned,2066.46
101285,2023-02-05,1058,north,electronics,832.32,7,-5,COD,Cancelled,6117.552000000001
101286,2023-10-12,1326,SOUTH,Clothing,968.21,0,10,Credit Card,Cancelled,0.0
101287,2023-07-07,1190,SOUTH,Electronics,257.1,7,20,Debit Card,In Transit,1439.7600000000002
101288,2023-03-23,1199,East,Clothng,1464.47,7,0,Credit Card,delivered,10251.29
101289,2023-01-02,1311,,Home,734.79,5,15,UPI,Returned,3122.8574999999996
101290,2023-10-30,1034,West,electronics,91.18,1,15,COD,Delivered,77.503
101291,2023-07-16,1378,SOUTH,,1406.21,5,0,credit card,Cancelled,7031.05
101292,2023-01-11,1386,West,Clothing,881.47,5,0,Credit Card,Cancelled,4407.35
101293,2023-08-22,1236,,Electronics,1050.29,3,10,,Delivered,2835.783
101294,2023-07-14,1518,SOUTH,Electronics,790.14,2,0,Debit Card,delivered,1580.28
101295,2023-04-29,1282,,Clothng,1252.93,2,15,Debit Card,delivered,1638.8667846888259
101296,2023-01-20,1000,West,electronics,54.53,6,0,COD,delivered,327.18
101297,2023-09-18,1463,north,,406.23,7,0,credit card,In Transit,2843.61
101298,2023-10-20,1229,West,Electronics,707.12,2,10,UPI,In Transit,1272.816
101299,2023-09-13,1171,,Clothng,119.52,3,0,credit card,Delivered,358.56
101300,2023-08-10,1086,north,Clothing,1060.33,4,105,COD,Returned,-212.06600000000017
101301,2023-08-14,1552,north,Clothng,593.53,6,20,credit card,Delivered,2848.944
101302,2023-02-22,1122,East,electronics,412.64,3,10,COD,Returned,1114.1280000000002
101303,2023-12-21,1297,SOUTH,Clothng,10.05,0,20,credit card,Delivered,0.0
101304,2023-12-08,1574,North,Electronics,1081.15,5,20,Credit Card,In Transit,4324.6
101305,2023-12-30,1483,north,Electronics,1251.54,4,0,Debit Card,delivered,5006.16
101306,2023-10-07,1164,,Home,595.59,0,20,COD,Cancelled,0.0
101307,2023-03-22,1382,SOUTH,Clothng,848.51,6,0,COD,Delivered,5091.0599999999995
101308,2023-07-21,1208,South,Clothing,345.39,5,5,Debit Card,Delivered,1640.6024999999997
101309,2023-06-07,1431,West,,935.19,5,10,,Cancelled,4208.3550000000005
101310,2023-04-30,1388,,,23.15,6,15,,Delivered,118.06499999999998
101311,2023-02-28,1559,South,electronics,735.52,0,0,UPI,delivered,0.0
101312,2023-08-03,1223,,Home,968.09,3,0,COD,Cancelled,2904.27
101313,2023-05-08,1002,West,Clothng,1377.7,2,10,Credit Card,Cancelled,2479.86
101314,2023-08-12,1371,East,Clothing,575.1,4,0,credit card,delivered,2300.4
101315,2023-07-28,1445,,Home,1148.96,7,15,Credit Card,delivered,6836.312
101316,2023-04-25,1115,north,Electronics,898.54,6,10,COD,Cancelled,4852.116
101317,2023-07-28,1269,North,electronics,1390.88,6,0,UPI,delivered,8345.28
101318,2023-01-14,1446,north,Clothng,600.57,5,0,COD,delivered,3002.8500000000004
101319,2023-01-09,1367,West,,482.05,1,10,UPI,delivered,433.845
101320,2023-02-09,1252,,Clothing,1331.28,5,5,Debit Card,Cancelled,6323.579999999999
101321,2023-08-25,1316,North,Electronics,78.62,7,0,credit card,Delivered,932.5331750951055
101322,2023-10-08,1414,north,Home,208.9,2,0,Credit Card,Returned,417.8
101323,2023-12-25,1094,North,electronics,128.19,5,0,UPI,Cancelled,640.95
101324,2023-07-20,1023,West,Home,1265.45,1,0,Credit Card,Returned,1265.45
101325,2023-09-03,1049,East,,20.86,6,5,Debit Card,delivered,118.90199999999999
101326,2023-10-05,1501,East,Home,1293.18,3,15,COD,delivered,3297.609
101327,2023-08-23,1497,,Clothing,679.65,5,10,UPI,Delivered,3058.425
101328,2023-01-04,1334,north,Electronics,11.02,4,20,credit card,delivered,35.264
101329,2023-06-03,1078,South,Clothng,605.46,3,0,UPI,Returned,1816.38
101330,2023-01-29,1581,West,Clothing,284.27,1,5,,Cancelled,270.05649999999997
101331,2023-04-19,1026,north,,938.48,0,10,COD,Cancelled,0.0
101332,2023-04-08,1270,north,electronics,1020.64,5,10,COD,Delivered,4592.88
101333,2023-08-03,1561,East,,733.85,7,10,credit card,Returned,4623.255
101334,2023-10-20,1246,,,65.58,6,15,credit card,delivered,334.458
101335,2023-03-16,1590,North,Home,985.91,6,10,Debit Card,In Transit,5323.914
101336,2023-11-22,1386,West,electronics,1263.85,3,0,Credit Card,Delivered,3791.5499999999997
101337,2023-05-26,1558,North,Clothing,1081.88,5,10,UPI,Delivered,4868.460000000001
101338,2023-05-08,1360,SOUTH,,1245.79,7,15,Debit Card,In Transit,7412.450499999999
101339,2023-12-07,1487,SOUTH,Clothing,304.76,4,105,Credit Card,Cancelled,-60.952000000000055
101340,2023-02-11,1351,West,Clothng,1333.89,5,10,Debit Card,Cancelled,6002.505000000001
101341,2023-12-22,1255,,Home,486.68,3,10,,Cancelled,1314.036
101342,2023-02-10,1221,South,Clothing,25.04,2,5,credit card,In Transit,47.57599999999999
101343,2023-02-03,1000,SOUTH,electronics,1265.87,3,20,credit card,delivered,3038.0879999999997
101344,2023-01-17,1545,East,,1413.02,1,105,COD,delivered,-70.65100000000007
101345,2023-06-14,1445,South,Clothng,985.06,3,15,UPI,Returned,2511.903
101346,2023-06-02,1078,north,electronics,351.0,6,10,UPI,Returned,1895.4
101347,2023-03-17,1235,SOUTH,Home,381.36,4,0,UPI,Cancelled,1525.44
101348,2023-03-28,1333,East,Clothng,702.56,3,15,Debit Card,In Transit,1791.5279999999998
101349,2023-04-27,1348,north,Clothng,1347.26,3,15,Debit Card,Delivered,1858.271891395986
101350,2023-12-28,1097,South,Clothng,228.65,4,15,UPI,delivered,777.41
101351,2023-12-08,1081,West,,1239.83,3,0,COD,In Transit,3719.49
101352,2023-01-27,1501,north,Electronics,440.5,6,10,Credit Card,Returned,2378.7000000000003
101353,2023-11-09,1476,North,Clothng,1213.84,4,0,,delivered,4855.36
101354,2023-10-14,1549,West,electronics,1380.81,6,15,Debit Card,delivered,7042.131
101355,2023-05-14,1013,West,electronics,644.1,6,0,UPI,In Transit,3864.6000000000004
101356,2023-08-07,1391,South,Home,550.75,6,10,credit card,Returned,2974.05
101357,2023-06-17,1346,South,Clothing,1204.32,1,0,Debit Card,In Transit,1204.32
101358,2023-04-08,1309,East,Clothing,796.58,4,0,Credit Card,Delivered,3186.32
101359,2023-09-25,1385,East,Electronics,1028.25,1,10,Debit Card,delivered,925.4250000000001
101360,2023-08-25,1208,North,,936.13,1,0,Credit Card,In Transit,936.13
101361,2023-11-05,1356,West,,233.57,7,10,Credit Card,In Transit,1471.491
101362,2023-06-22,1567,,Clothng,1267.96,4,-5,Debit Card,Delivered,8431.973085788322
101363,2023-07-09,1093,North,Electronics,297.68,3,105,Credit Card,In Transit,-44.65200000000004
101364,2023-05-02,1092,North,Home,1398.76,5,0,Debit Card,delivered,6993.8
101365,2023-02-15,1339,,Home,379.6,7,20,Debit Card,Cancelled,2125.76
101366,2023-03-05,1596,,Clothing,1102.15,2,0,COD,Cancelled,2204.3
101367,2023-05-10,1444,,Home,430.56,5,-5,credit card,Returned,2260.4400000000005
101368,2023-11-06,1021,South,Clothng,480.09,6,15,,Delivered,2448.459
101369,2023-12-29,1290,North,electronics,468.45,4,0,Credit Card,Returned,1873.8
101370,2023-07-12,1484,North,Home,1123.1,3,5,Debit Card,Cancelled,3200.8349999999996
101371,2023-11-03,1305,north,Electronics,837.44,1,0,Credit Card,Delivered,837.44
101372,2023-06-30,1127,,Clothng,1325.01,0,15,Debit Card,In Transit,0.0
101373,2023-10-19,1272,,Home,464.52,2,5,,In Transit,882.588
101374,2023-10-09,1441,East,,1039.53,7,10,Debit Card,delivered,6549.039
101375,2023-01-29,1502,East,Home,1130.66,7,10,Debit Card,Cancelled,7123.158000000001
101376,2023-05-29,1129,West,,231.47,5,105,credit card,In Transit,-57.86750000000005
101377,2023-09-24,1131,East,Clothng,603.88,7,-5,Credit Card,Delivered,4438.518
101378,2023-10-23,1596,SOUTH,Home,726.81,3,5,credit card,In Transit,1669.100952015852
101379,2023-01-11,1481,West,,536.75,6,15,credit card,Returned,2737.4249999999997
101380,2023-06-13,1389,,electronics,486.56,2,20,credit card,Returned,778.4960000000001
101381,2023-04-23,1592,north,Clothing,1031.2,6,20,credit card,Returned,4949.760000000001
101382,2023-07-06,1324,East,Clothng,327.72,0,0,COD,Returned,0.0
101383,2023-10-22,1068,north,,1065.54,0,0,Credit Card,Returned,0.0
101384,2023-08-20,1447,East,Electronics,1402.89,7,0,Credit Card,delivered,9820.230000000001
101385,2023-08-15,1527,East,Home,849.97,0,5,Debit Card,Returned,0.0
101386,2023-11-06,1164,north,,919.09,5,0,Credit Card,delivered,4595.45
101387,2023-04-08,1487,North,,108.05,6,5,,delivered,615.8849999999999
101388,2023-02-24,1425,North,,1297.39,4,10,credit card,In Transit,4670.604
101389,2023-04-21,1264,North,Clothing,431.74,7,5,UPI,Delivered,2871.0710000000004
101390,2023-06-01,1341,SOUTH,Electronics,924.5,2,10,Credit Card,Returned,1664.1000000000001
101391,2023-09-03,1277,North,Electronics,1468.77,4,0,UPI,Delivered,5875.08
101392,2023-03-10,1438,East,electronics,895.28,6,20,,Cancelled,4297.344
101393,2023-11-08,1156,,Clothing,1088.44,0,-5,COD,delivered,0.0
101394,2023-10-16,1421,South,,670.75,3,10,Debit Card,Cancelled,1811.025
101395,2023-09-07,1250,north,Clothng,95.25,0,20,Debit Card,delivered,0.0
101396,2023-02-05,1529,,Clothing,1197.41,4,0,Debit Card,Returned,4789.64
101397,2023-08-27,1326,South,Clothing,57.32,0,15,COD,Cancelled,0.0
101398,2023-05-28,1096,,Electronics,1052.48,6,0,credit card,In Transit,6314.88
101399,2023-08-15,1512,SOUTH,electronics,39.27,0,5,UPI,Cancelled,0.0
101400,2023-09-01,1215,South,electronics,1294.15,4,0,Credit Card,delivered,5176.6
101401,2023-12-03,1131,West,Clothing,240.67,4,10,credit card,delivered,1082.7795292879016
101402,2023-12-31,1259,North,Clothing,773.84,6,0,Debit Card,Delivered,4643.04
101403,2023-07-20,1124,SOUTH,Home,897.74,7,10,Debit Card,Cancelled,5655.762000000001
101404,2023-06-03,1081,,,689.03,7,0,credit card,In Transit,4823.21
101405,2023-03-14,1282,East,Electronics,514.44,3,20,UPI,Returned,1234.6560000000002
101406,2023-07-20,1058,North,,704.38,4,10,credit card,Delivered,2535.768
101407,2023-10-23,1543,North,Clothng,470.57,6,0,COD,Cancelled,2823.42
101408,2023-01-17,1160,South,Clothng,659.99,7,0,Debit Card,Delivered,4619.93
101409,2023-05-09,1283,West,electronics,541.57,7,20,UPI,Cancelled,3032.7920000000004
101410,2023-08-05,1105,North,Electronics,851.48,3,0,Credit Card,Returned,2554.44
101411,2023-03-02,1104,,,360.7,1,5,Debit Card,Returned,342.66499999999996
101412,2023-04-14,1438,,electronics,1483.04,6,10,credit card,In Transit,8008.416
101413,2023-02-11,1227,north,Clothng,753.8,1,0,UPI,Delivered,753.8
101414,2023-01-25,1581,north,Clothing,295.27,4,0,Debit Card,In Transit,1181.08
101415,2023-02-08,1317,North,Electronics,718.21,7,5,Credit Card,Cancelled,4776.0965
101416,2023-10-18,1463,South,Electronics,1300.29,0,0,Credit Card,Returned,0.0
101417,2023-05-11,1598,South,,37.6,2,0,,Returned,75.2
101418,2023-08-17,1471,East,Home,1020.93,0,0,credit card,delivered,0.0
101419,2023-04-18,1055,SOUTH,,824.21,4,0,COD,delivered,3296.84
101420,2023-06-21,1012,SOUTH,Clothing,258.49,3,0,credit card,In Transit,775.47
101421,2023-04-12,1439,SOUTH,Clothing,1227.13,6,105,UPI,Delivered,-368.13900000000035
101422,2023-12-20,1017,West,electronics,556.48,0,10,credit card,Cancelled,0.0
101423,2023-01-12,1112,South,Electronics,444.23,1,15,UPI,In Transit,377.5955
101424,2023-10-02,1228,East,electronics,1243.05,7,0,,Returned,8701.35
101425,2023-04-11,1170,north,Clothing,959.59,5,0,,Returned,4797.95
101426,2023-02-13,1294,,Home,1347.9,7,20,,Returned,7548.240000000002
101427,2023-11-01,1188,SOUTH,Electronics,946.68,4,10,COD,Cancelled,3408.048
101428,2023-01-17,1425,north,Clothing,1112.52,7,0,,In Transit,7787.639999999999
101429,2023-11-26,1078,north,Home,1255.49,0,5,credit card,Cancelled,0.0
101430,2023-02-26,1181,North,,86.84,5,5,Credit Card,Returned,412.49
101431,2023-11-07,1498,West,Clothng,1165.19,0,20,UPI,delivered,0.0
101432,2023-10-30,1070,East,Clothing,922.49,3,0,UPI,In Transit,2767.4700000000003
101433,2023-01-12,1247,West,Clothng,108.91,3,10,Credit Card,delivered,294.057
101434,2023-11-14,1145,North,electronics,765.32,3,15,credit card,In Transit,1951.566
101435,2023-03-21,1295,East,Clothng,128.27,5,105,COD,Returned,-32.06750000000003
101436,2023-08-04,1581,East,Clothing,1105.24,2,20,Debit Card,delivered,1768.384
101437,2023-12-05,1469,South,Clothng,822.02,5,0,credit card,delivered,4110.1
101438,2023-09-21,1505,West,Electronics,1430.59,4,15,,In Transit,4864.005999999999
101439,2023-05-29,1192,West,Clothing,278.79,4,15,credit card,delivered,947.8860000000001
101440,2023-03-22,1067,South,Home,911.02,1,15,UPI,delivered,774.367
101441,2023-08-03,1493,north,Clothng,321.32,1,20,UPI,Returned,257.056
101442,2023-07-17,1051,North,Electronics,923.03,4,-5,COD,In Transit,3876.726
101443,2023-07-19,1362,West,electronics,1085.36,0,0,,In Transit,0.0
101444,2023-01-25,1473,South,electronics,1084.84,4,0,COD,Delivered,4339.36
101445,2023-03-30,1520,,Clothng,1223.54,6,15,COD,In Transit,6240.054
101446,2023-09-25,1430,East,electronics,1281.06,2,0,Credit Card,Returned,2562.12
101447,2023-05-23,1297,SOUTH,Home,120.52,1,0,Debit Card,delivered,120.52
101448,2023-02-28,1434,,Clothing,518.18,1,5,Debit Card,Delivered,492.2709999999999
101449,2023-12-31,1197,South,Electronics,1032.25,6,20,,delivered,4954.8
101450,2023-01-26,1127,SOUTH,,750.39,7,0,COD,In Transit,5252.73
101451,2023-02-16,1531,north,Clothng,290.06,6,10,UPI,Cancelled,1566.324
101452,2023-10-15,1410,North,electronics,831.3,5,0,Debit Card,delivered,4156.5
101453,2023-09-23,1064,SOUTH,Clothing,614.12,6,0,credit card,In Transit,3684.7200000000003
101454,2023-01-16,1240,north,,588.11,7,0,Credit Card,Returned,4116.77
101455,2023-07-18,1368,SOUTH,Home,1215.58,1,0,UPI,In Transit,1215.58
101456,2023-10-09,1535,East,electronics,614.36,4,20,Credit Card,Delivered,1965.9520000000002
101457,2023-03-27,1383,East,electronics,44.55,1,20,credit card,Cancelled,35.64
101458,2023-09-07,1430,East,Electronics,91.8,6,15,Debit Card,Cancelled,468.17999999999995
101459,2023-09-27,1082,East,Home,1285.08,6,0,Credit Card,Cancelled,7710.48
101460,2023-12-01,1573,South,Home,1441.1,7,5,,Returned,9583.314999999999
101461,2023-04-27,1285,East,Clothng,1034.17,6,0,Credit Card,Cancelled,6205.02
101462,2023-01-07,1533,,,549.73,7,0,Credit Card,delivered,3848.11
101463,2023-05-17,1458,East,Electronics,1408.21,1,5,credit card,Returned,1337.7995
101464,2023-06-25,1211,,Clothng,995.89,6,15,UPI,In Transit,5079.039
101465,2023-11-24,1125,South,Electronics,1267.28,5,0,UPI,Delivered,6336.4
101466,2023-11-11,1412,East,Home,1149.95,4,0,credit card,Returned,4599.8
101467,2023-08-03,1498,north,Electronics,571.81,0,-5,Credit Card,Delivered,0.0
101468,2023-03-23,1424,north,Electronics,720.66,7,5,Credit Card,Returned,4792.389
101469,2023-08-11,1553,West,Electronics,283.27,6,-5,COD,In Transit,1784.6009999999999
101470,2023-04-13,1542,north,Clothing,441.56,1,105,,Delivered,-22.07800000000002
101471,2023-09-30,1157,North,Clothing,1168.3,1,5,Debit Card,Returned,1109.885
101472,2023-01-14,1111,North,,1341.5,6,0,Debit Card,Delivered,13341.149458598133
101473,2023-06-08,1401,North,,1088.07,1,15,UPI,Cancelled,1440.7670706823974
101474,2023-06-01,1121,South,Home,700.43,6,0,credit card,Cancelled,4202.58
101475,2023-04-18,1272,north,Electronics,134.33,2,0,Credit Card,Cancelled,268.66
101476,2023-07-07,1293,,Home,90.14,4,15,,delivered,245.86577742199822
101477,2023-10-28,1397,North,Clothing,564.62,6,5,Debit Card,Cancelled,3218.3340000000003
101478,2023-04-08,1470,West,Electronics,698.41,1,0,credit card,Cancelled,698.41
101479,2023-05-11,1206,South,Clothng,915.64,2,10,credit card,In Transit,1648.152
101480,2023-10-20,1109,West,Clothing,14.7,0,15,Credit Card,Delivered,0.0
101481,2023-06-20,1439,north,Clothing,1484.64,0,0,,Delivered,0.0
101482,2023-07-02,1277,East,Clothing,549.09,7,0,credit card,Cancelled,3843.63
101483,2023-12-30,1567,West,Electronics,1272.9,5,0,Debit Card,Delivered,6364.5
101484,2023-02-08,1568,East,,804.78,6,0,COD,Returned,4828.68
101485,2023-01-15,1481,South,electronics,200.01,5,15,Debit Card,Cancelled,850.0424999999999
101486,2023-01-04,1113,West,Clothng,1197.36,5,15,,Cancelled,5088.779999999999
101487,2023-12-15,1476,West,Clothng,1066.19,2,10,COD,delivered,1919.142
101488,2023-07-29,1320,SOUTH,Home,793.52,0,0,credit card,Returned,0.0
101489,2023-06-10,1178,South,Electronics,774.26,5,0,Debit Card,Cancelled,3871.3
101490,2023-01-16,1218,South,,135.78,3,0,Credit Card,Cancelled,407.34000000000003
101491,2023-04-18,1527,North,Clothing,985.49,5,0,,Delivered,4927.45
101492,2023-11-07,1491,north,electronics,1367.31,0,0,credit card,Cancelled,0.0
101493,2023-08-15,1060,West,Electronics,144.4,7,5,Credit Card,Cancelled,960.26
101494,2023-06-19,1053,West,Electronics,398.95,3,0,COD,Cancelled,1196.85
101495,2023-02-03,1537,,,1353.95,7,15,UPI,Cancelled,8056.0025
101496,2023-09-08,1064,South,electronics,430.09,7,15,UPI,delivered,2559.0354999999995
101497,2023-09-04,1585,South,Clothing,982.65,2,10,COD,Returned,1768.77
101498,2023-09-26,1170,north,Electronics,804.55,6,0,UPI,delivered,4827.299999999999
101499,2023-05-21,1272,South,Clothng,896.51,6,20,,Delivered,4303.248
101500,2023-10-01,1534,East,Clothng,626.6,3,105,credit card,In Transit,-93.9900000000001
101501,2023-04-06,1390,East,electronics,453.49,0,0,credit card,Cancelled,0.0
101502,2023-08-15,1326,SOUTH,Clothing,77.56,1,15,,Delivered,65.926
101503,2023-02-08,1107,East,electronics,1117.7,3,20,Debit Card,In Transit,4245.368241666508
101504,2023-10-29,1161,East,Electronics,1120.41,0,5,credit card,Cancelled,0.0
101505,2023-01-29,1451,north,Clothng,1007.73,5,0,UPI,Cancelled,5038.65
101506,2023-11-14,1205,West,Home,967.23,7,5,,In Transit,6432.0795
101507,2023-09-02,1589,East,electronics,369.36,1,5,Credit Card,delivered,350.892
101508,2023-08-24,1015,SOUTH,Home,38.41,2,5,Debit Card,In Transit,72.97899999999998
101509,2023-07-04,1326,South,Home,1214.03,6,-5,Credit Card,In Transit,7648.389000000001
101510,2023-09-29,1001,East,,739.25,2,15,UPI,Returned,1256.725
101511,2023-08-24,1009,SOUTH,Clothng,463.72,4,0,Credit Card,Cancelled,1854.88
101512,2023-08-27,1433,north,electronics,157.39,2,10,UPI,Cancelled,283.30199999999996
101513,2023-09-23,1124,,Home,98.77,4,10,credit card,delivered,355.572
101514,2023-12-25,1080,,Electronics,526.56,2,0,Debit Card,delivered,1053.12
101515,2023-12-06,1484,,,1208.08,2,0,COD,Returned,2416.16
101516,2023-03-06,1149,South,Clothing,1378.49,2,-5,UPI,Returned,2894.829
101517,2023-06-26,1339,SOUTH,,1345.64,4,10,,Returned,4844.304
101518,2023-01-03,1128,East,Clothing,1380.4,5,0,,delivered,6902.0
101519,2023-05-22,1437,West,Clothng,1362.05,4,0,credit card,In Transit,5448.2
101520,2023-06-07,1500,South,electronics,793.2,7,5,,Cancelled,5274.780000000001
101521,2023-11-20,1057,South,electronics,333.03,3,5,Credit Card,Cancelled,949.1354999999999
101522,2023-05-26,1197,,Clothing,1198.08,0,0,credit card,Delivered,0.0
101523,2023-10-20,1210,West,Electronics,324.5,0,10,,delivered,0.0
101524,2023-06-02,1044,,Clothing,404.47,5,0,Credit Card,delivered,2022.3500000000001
101525,2023-07-12,1096,South,Clothing,353.72,0,0,Credit Card,Returned,0.0
101526,2023-03-14,1278,East,electronics,774.9,2,5,Credit Card,Delivered,1472.31
101527,2023-11-01,1534,,Home,486.13,5,0,,Delivered,2430.65
101528,2023-12-10,1409,,Electronics,235.46,0,20,Credit Card,delivered,0.0
101529,2023-05-20,1460,,electronics,682.49,4,0,Debit Card,Returned,2729.96
101530,2023-07-06,1390,South,,1311.49,3,10,,Cancelled,3541.023
101531,2023-10-20,1043,East,Clothing,857.98,1,0,Credit Card,Returned,857.98
101532,2023-03-02,1026,West,Home,1318.11,3,0,Debit Card,Cancelled,3954.33
101533,2023-07-17,1096,North,Electronics,297.83,0,15,COD,delivered,0.0
101534,2023-10-22,1547,West,Clothng,254.63,5,5,Debit Card,Returned,1209.4925
101535,2023-11-15,1566,East,Electronics,865.49,6,15,,Delivered,4413.999000000001
101536,2023-10-29,1218,north,Electronics,697.68,0,5,,In Transit,0.0
101537,2023-12-10,1184,,Clothing,991.96,4,10,Credit Card,Delivered,3571.056
101538,2023-01-11,1068,West,Clothing,1192.97,3,15,,Cancelled,3042.0735
101539,2023-03-03,1129,north,Clothng,1128.2,6,10,COD,delivered,6092.280000000001
101540,2023-11-29,1566,north,Clothng,1413.68,4,10,credit card,Returned,5089.2480000000005
101541,2023-08-14,1598,East,Clothng,600.39,7,15,Debit Card,delivered,3572.3204999999994
101542,2023-06-02,1333,East,electronics,313.55,7,-5,credit card,delivered,2304.5925
101543,2023-07-18,1153,,electronics,828.61,4,0,COD,Cancelled,3314.44
101544,2023-02-21,1546,North,Clothing,170.56,1,10,Debit Card,delivered,153.50400000000002
101545,2023-09-17,1078,SOUTH,Clothing,436.83,4,0,Credit Card,Returned,1747.32
101546,2023-02-28,1578,South,Clothng,315.79,6,0,Debit Card,Delivered,1894.7400000000002
101547,2023-03-13,1412,West,electronics,597.86,4,5,Credit Card,delivered,2271.868
101548,2023-05-28,1545,East,Home,171.27,1,20,UPI,Returned,54.64163742746444
101549,2023-12-15,1168,West,electronics,52.6,7,5,Debit Card,Returned,349.78999999999996
101550,2023-03-04,1582,SOUTH,Clothing,986.91,2,15,Debit Card,Cancelled,1677.7469999999998
101551,2023-11-06,1514,SOUTH,electronics,917.32,6,0,credit card,delivered,5503.92
101552,2023-08-31,1313,,Clothing,1064.0,2,5,credit card,Cancelled,2021.6
101553,2023-11-26,1031,north,Clothng,992.28,6,-5,COD,Delivered,6251.3640000000005
101554,2023-04-17,1286,,Clothng,175.87,5,0,Credit Card,Delivered,879.35
101555,2023-08-14,1593,South,Clothng,440.16,1,0,,Returned,621.2760305201714
101556,2023-11-09,1042,North,Home,198.64,5,5,credit card,delivered,943.5399999999998
101557,2023-08-06,1000,West,Home,1265.24,5,15,COD,Returned,5377.2699999999995
101558,2023-08-29,1572,South,Clothing,1121.62,7,5,Credit Card,delivered,7458.772999999999
101559,2023-09-16,1269,North,Electronics,306.28,4,5,Credit Card,Cancelled,1163.8639999999998
101560,2023-09-19,1179,West,,515.26,5,10,Credit Card,Delivered,2318.67
101561,2023-01-05,1517,South,Home,1450.09,0,0,UPI,Delivered,0.0
101562,2023-09-18,1102,East,Clothing,893.27,6,15,Credit Card,Cancelled,4555.677
101563,2023-02-23,1009,West,electronics,1202.73,7,0,COD,In Transit,8419.11
101564,2023-02-16,1582,South,Clothng,400.56,3,0,Credit Card,In Transit,1201.68
101565,2023-08-03,1089,SOUTH,Clothng,319.03,0,10,,In Transit,0.0
101566,2023-06-26,1225,North,Clothng,1176.96,0,20,,delivered,0.0
101567,2023-01-09,1125,South,Clothing,1030.38,4,15,Credit Card,Cancelled,3503.2920000000004
101568,2023-04-09,1208,East,Clothng,1023.06,3,15,COD,delivered,2608.803
101569,2023-01-20,1096,,Home,831.19,5,0,Debit Card,delivered,4155.950000000001
101570,2023-08-29,1073,West,electronics,847.55,3,0,Credit Card,Cancelled,2542.6499999999996
101571,2023-03-02,1190,West,Clothng,1104.87,5,0,COD,delivered,5524.349999999999
101572,2023-06-27,1055,West,Clothing,408.65,2,20,credit card,Cancelled,202.01170793404506
101573,2023-12-04,1552,East,electronics,532.39,1,20,COD,In Transit,425.91200000000003
101574,2023-03-03,1031,North,Clothng,1308.1,4,105,UPI,In Transit,-261.62000000000023
101575,2023-05-25,1526,West,Electronics,466.75,5,0,credit card,delivered,2333.75
101576,2023-08-04,1573,North,Clothng,821.73,5,5,,Delivered,3903.2174999999993
101577,2023-01-03,1283,South,,1055.45,3,10,,Cancelled,2849.7150000000006
101578,2023-06-09,1493,SOUTH,Home,1499.89,4,15,Debit Card,Returned,5099.626
101579,2023-08-15,1186,SOUTH,electronics,655.76,6,10,Debit Card,Returned,3541.104
101580,2023-09-26,1497,North,Home,645.0,5,15,COD,delivered,2741.25
101581,2023-04-30,1441,North,Electronics,1264.67,2,0,COD,Delivered,2529.34
101582,2023-03-30,1129,SOUTH,Electronics,1209.23,0,0,Credit Card,Cancelled,0.0
101583,2023-11-25,1291,West,,1097.96,5,0,Credit Card,In Transit,5489.8
101584,2023-03-09,1113,north,Home,697.53,3,0,,delivered,2092.59
101585,2023-12-23,1198,north,electronics,489.29,6,0,UPI,Cancelled,2935.7400000000002
101586,2023-04-08,1012,East,Electronics,915.05,7,0,Credit Card,Cancelled,6405.349999999999
101587,2023-09-24,1270,,Electronics,1314.95,2,0,,Cancelled,2629.9
101588,2023-04-15,1214,SOUTH,Clothng,1326.25,4,10,COD,Delivered,4774.5
101589,2023-11-19,1443,SOUTH,,167.21,5,20,COD,Cancelled,668.8400000000001
101590,2023-05-03,1511,East,Clothing,645.38,2,20,Credit Card,Delivered,1032.608
101591,2023-01-29,1446,north,Electronics,699.76,7,0,UPI,Delivered,4898.32
101592,2023-05-17,1073,South,electronics,1466.53,2,0,,Cancelled,2933.06
101593,2023-07-14,1536,West,electronics,1018.61,6,0,COD,In Transit,6111.66
101594,2023-08-14,1100,West,Clothng,613.83,2,105,,Cancelled,-61.38300000000006
101595,2023-11-28,1175,South,electronics,43.96,2,5,UPI,In Transit,83.524
101596,2023-06-19,1426,South,Clothng,850.25,6,0,COD,delivered,5101.5
